Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3
Gadolinium cation (3+),[Gd+3],157.25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
Lanthanum III cation,[La+3],138.906,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
CPI-1205,COc1cc(C)[nH]c(=O)c1CNC(=O)c1c(C)n([C@H](C)C2CCN(CC(F)(F)F)CC2)c2ccccc12,518.5800000000003,4.720340000000004,2.0,5.0,4.0,7.0,37.0,10.0,3.0,79.36,0.48148148148148145
Segesterone acetate,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,370.4890000000001,4.185200000000004,0.0,4.0,4.0,2.0,27.0,4.0,0.0,60.440000000000005,0.6956521739130435
Segesterone,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@@]1(O)C(C)=O,328.452,3.6144000000000025,1.0,3.0,4.0,1.0,24.0,3.0,0.0,54.37,0.7142857142857143
Caprylyl glycol,CCCCCCC(O)CO,146.23,1.3099999999999998,2.0,2.0,0.0,6.0,10.0,2.0,0.0,40.46,1.0
Loteprednol etabonate,CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,466.95800000000025,3.9165000000000028,1.0,7.0,4.0,4.0,32.0,8.0,0.0,99.13000000000001,0.7083333333333334
Edetate calcium disodium anhydrous,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],374.27,-13.782800000000009,0.0,10.0,0.0,11.0,23.0,13.0,0.0,167.0,0.6
Edetate copper disodium,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Cu+2].[Na+].[Na+],397.738,-13.404500000000008,0.0,10.0,0.0,11.0,23.0,13.0,0.0,167.0,0.6
Edetate disodium anhydrous,O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)O)CC(=O)O.[Na+].[Na+],336.208,-10.732600000000007,2.0,8.0,0.0,11.0,22.0,12.0,0.0,161.34,0.6
Sodium phosphate tribasic dodecahydrate,O.O.O.O.O.O.O.O.O.O.O.O.O=P([O-])([O-])[O-].[Na+].[Na+].[Na+],380.12000000000006,-21.709000000000028,0.0,4.0,0.0,0.0,20.0,20.0,0.0,464.25,0.0
Acetyl chloride,CC(=O)Cl,78.498,0.7717,0.0,1.0,0.0,0.0,4.0,2.0,0.0,17.07,0.5
Nandrolone hydrogen sulfate,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2OS(=O)(=O)O,354.468,3.316200000000001,1.0,4.0,4.0,2.0,24.0,6.0,0.0,80.67,0.8333333333333334
Meprednisone acetate,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,414.4980000000002,2.5826000000000002,1.0,6.0,4.0,3.0,30.0,6.0,0.0,97.74000000000001,0.6666666666666666
Pregnenolone acetate,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4CC[C@H](C(C)=O)[C@@]4(C)CC[C@@H]32)C1,358.5220000000002,5.086100000000005,0.0,3.0,4.0,2.0,26.0,3.0,0.0,43.370000000000005,0.8260869565217391
Oxyphenisatin acetate,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)C(=O)Nc3ccccc32)cc1,401.41800000000006,3.8237000000000023,1.0,5.0,4.0,4.0,30.0,6.0,3.0,81.7,0.125
Pseudosaccharin chloride,O=S1(=O)N=C(Cl)c2ccccc21,201.63400000000001,1.3743,0.0,2.0,2.0,0.0,12.0,5.0,1.0,46.5,0.0
Trifluoroethyl acetate,CC(=O)OCC(F)(F)F,142.07600000000002,1.1118000000000001,0.0,2.0,0.0,1.0,9.0,5.0,0.0,26.3,0.75
Tyramine O-sulfate,NCCc1ccc(OS(=O)(=O)O)cc1,217.24599999999998,0.3693999999999997,2.0,4.0,1.0,4.0,14.0,6.0,1.0,89.62,0.25
Prednisolone phosphate,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,440.42900000000026,1.6745999999999999,4.0,6.0,4.0,4.0,30.0,9.0,0.0,141.36,0.7142857142857143
Prednisolone tebutate,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,458.5950000000002,3.5447000000000024,2.0,6.0,4.0,4.0,33.0,6.0,0.0,100.90000000000002,0.7407407407407407
Prednisolone hemisuccinate,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COC(=O)CCC(=O)O,460.5230000000004,1.9732999999999998,3.0,7.0,4.0,6.0,33.0,8.0,0.0,138.2,0.68
Fluprednidene acetate,C=C1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,432.4880000000003,2.3866000000000005,2.0,6.0,4.0,3.0,31.0,7.0,0.0,100.9,0.625
Curcumin sulfate,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(OS(=O)(=O)O)c(OC)c2)ccc1O,448.4490000000002,2.8459000000000008,2.0,8.0,2.0,10.0,31.0,10.0,2.0,136.43,0.14285714285714285
Triciribine phosphate,CN1N=C(N)c2cn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c3ncnc1c23,400.28800000000007,-1.7700999999999993,5.0,11.0,4.0,4.0,27.0,14.0,2.0,188.77999999999997,0.46153846153846156
Fluprednisolone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,420.4770000000002,2.0763999999999996,2.0,6.0,4.0,3.0,30.0,7.0,0.0,100.90000000000002,0.6956521739130435
Diloxanide furoate,CN(C(=O)C(Cl)Cl)c1ccc(OC(=O)c2ccco2)cc1,328.151,3.2653000000000016,0.0,4.0,2.0,4.0,21.0,7.0,2.0,59.75,0.14285714285714285
Boldenone undecylenate,C=CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,452.6790000000003,7.512900000000009,0.0,3.0,4.0,10.0,33.0,3.0,0.0,43.370000000000005,0.7333333333333333
Isoflupredone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,420.47700000000015,2.2205000000000004,2.0,6.0,4.0,3.0,30.0,7.0,0.0,100.90000000000002,0.6956521739130435
Estriol tripropionate,CCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1C[C@@H](OC(=O)CC)[C@@H]2OC(=O)CC,456.57900000000024,5.111600000000005,0.0,6.0,4.0,6.0,33.0,6.0,1.0,78.9,0.6666666666666666
Lypressin,NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,1056.2389999999998,-4.329100000000012,13.0,16.0,4.0,19.0,73.0,27.0,2.0,425.54999999999984,0.5
Methylprednisolone aceponate,CCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,472.5780000000002,3.335300000000002,1.0,7.0,4.0,5.0,34.0,7.0,0.0,106.97000000000001,0.7037037037037037
Methylprednisolone hemisuccinate,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)COC(=O)CCC(=O)O)[C@@]2(C)C=CC(=O)C=C12,474.5500000000003,2.2193000000000005,3.0,7.0,4.0,6.0,34.0,8.0,0.0,138.20000000000002,0.6923076923076923
Nitrogen trichloride,ClN(Cl)Cl,120.36600000000001,1.7498,0.0,1.0,0.0,0.0,4.0,4.0,0.0,3.24,0.0
Prednisone acetate,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,400.4710000000002,2.3366,1.0,6.0,4.0,3.0,29.0,6.0,0.0,97.74000000000001,0.6521739130434783
Sulfur chloride,ClSSCl,135.04000000000002,2.6754,0.0,2.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0
Acetyl simvastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](OC(C)=O)CC(=O)O3)[C@H]21,460.61100000000033,5.156400000000005,0.0,6.0,3.0,7.0,33.0,6.0,0.0,78.9,0.7407407407407407
Dexamethasone acetate,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,434.5040000000002,2.466500000000001,2.0,6.0,4.0,3.0,31.0,7.0,0.0,100.90000000000002,0.7083333333333334
Menadiol diphosphate,Cc1cc(OP(=O)(O)O)c2ccccc2c1OP(=O)(O)O,334.15700000000004,2.0912200000000016,4.0,4.0,2.0,4.0,21.0,10.0,2.0,133.52,0.09090909090909091
Perphenazine enanthate,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,516.1510000000001,6.4640000000000075,0.0,6.0,4.0,12.0,35.0,7.0,2.0,36.02,0.5357142857142857
Clocortolone acetate,CC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,452.9500000000002,3.568900000000003,1.0,5.0,4.0,3.0,31.0,7.0,0.0,80.67,0.7083333333333334
Clocortolone caproate,CCCCCC(=O)OCC(=O)[C@H]1[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C,509.05800000000016,5.129300000000006,1.0,5.0,4.0,7.0,35.0,7.0,0.0,80.67,0.75
Bisoxatin acetate,CC(=O)Oc1ccc(C2(c3ccc(OC(C)=O)cc3)Oc3ccccc3NC2=O)cc1,417.4170000000001,3.8119000000000023,1.0,6.0,4.0,4.0,31.0,7.0,3.0,90.93,0.125
Drostanolone propionate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,360.5380000000002,5.166000000000006,0.0,3.0,4.0,2.0,26.0,3.0,0.0,43.370000000000005,0.9130434782608695
Chlorphenesin carbamate,NC(=O)OCC(O)COc1ccc(Cl)cc1,245.662,1.1750000000000003,2.0,4.0,1.0,5.0,16.0,6.0,1.0,81.78000000000002,0.3
Paramethasone acetate,CC(=O)OCC(=O)[C@@]1(O)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,434.50400000000025,2.3224,2.0,6.0,4.0,3.0,31.0,7.0,0.0,100.90000000000002,0.7083333333333334
Chloramphenicol palmitate,CCCCCCCCCCCCCCCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,561.5470000000001,6.941200000000008,2.0,6.0,1.0,21.0,37.0,10.0,1.0,118.77000000000001,0.7037037037037037
Melengestrol acetate,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,396.52700000000016,4.741400000000004,0.0,4.0,4.0,2.0,29.0,4.0,0.0,60.440000000000005,0.64
Trenbolone acetate,CC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@]12C,312.409,3.900100000000003,0.0,3.0,4.0,1.0,23.0,3.0,0.0,43.370000000000005,0.6
Loperamide oxide,CN(C)C(=O)C(CC[N@+]1([O-])CC[C@@](O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,493.04700000000014,5.100600000000005,1.0,3.0,4.0,7.0,35.0,6.0,3.0,63.60000000000001,0.3448275862068966
Flunisolide acetate,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,476.5410000000002,2.8455000000000013,1.0,7.0,5.0,3.0,34.0,8.0,0.0,99.13000000000001,0.7307692307692307
Ribavirin monophosphate,NC(=O)c1ncn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)n1,324.186,-2.8944999999999994,5.0,9.0,2.0,5.0,21.0,13.0,1.0,190.25,0.625
Difluocortolone pivalate,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,478.57600000000036,4.325800000000004,1.0,5.0,4.0,3.0,34.0,7.0,0.0,80.66999999999999,0.7407407407407407
Bornyl acetate,CC(=O)O[C@@H]1C[C@@H]2CC[C@@]1(C)C2(C)C,196.29,2.7643000000000013,0.0,2.0,2.0,1.0,14.0,2.0,0.0,26.3,0.9166666666666666
Oleoyl chloride,CCCCCCCC/C=C\CCCCCCCC(=O)Cl,300.9139999999999,6.789300000000007,0.0,1.0,0.0,15.0,20.0,2.0,0.0,17.07,0.8333333333333334
Phenyl hydrogen sulfate,O=S(=O)(O)Oc1ccccc1,174.177,0.8682,1.0,3.0,1.0,2.0,11.0,5.0,1.0,63.60000000000001,0.0
Dienestrol diacetate,C/C=C(C(=C/C)/c1ccc(OC(C)=O)cc1)\c1ccc(OC(C)=O)cc1,350.4140000000001,5.044000000000004,0.0,4.0,2.0,5.0,26.0,4.0,2.0,52.6,0.18181818181818182
Betamethasone phosphate,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O,472.44600000000025,2.0127000000000006,4.0,6.0,4.0,4.0,32.0,10.0,0.0,141.36,0.7272727272727273
Lauroyl chloride,CCCCCCCCCCCC(=O)Cl,218.76799999999997,4.672700000000004,0.0,1.0,0.0,10.0,14.0,2.0,0.0,17.07,0.9166666666666666
Temazepam acetate,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,342.7820000000001,3.043000000000002,0.0,4.0,3.0,2.0,24.0,6.0,2.0,58.97,0.16666666666666666
Oxazepam acetate,CC(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,328.75500000000005,3.018700000000001,1.0,4.0,3.0,2.0,23.0,6.0,2.0,67.75999999999999,0.11764705882352941
Flurandrenolide acetate,CC(=O)OCC(=O)[C@@]12OC(C)(C)O[C@@H]1C[C@H]1[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,478.5570000000003,3.0695000000000014,1.0,7.0,5.0,3.0,34.0,8.0,0.0,99.13000000000001,0.8076923076923077
Estramustine phosphate,C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2OP(=O)(O)O,520.3900000000002,5.299000000000007,2.0,4.0,4.0,7.0,33.0,10.0,1.0,96.3,0.6956521739130435
Temsavir,COc1cnc(-n2cnc(C)n2)c2[nH]cc(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c12,473.49300000000034,1.6279199999999991,1.0,8.0,5.0,5.0,35.0,11.0,4.0,126.30999999999997,0.25
Fagrocorat,Cc1ncccc1NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@@](O)(C(F)(F)F)CC[C@@]21Cc1ccccc1,494.55700000000024,6.162520000000007,2.0,3.0,5.0,4.0,36.0,7.0,3.0,62.22,0.3793103448275862
Gestonorone caproate,CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,414.58600000000024,5.579500000000007,0.0,4.0,4.0,6.0,30.0,4.0,0.0,60.440000000000005,0.8076923076923077
Norethindrone enanthate,C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,410.59800000000024,6.013800000000007,0.0,3.0,4.0,6.0,30.0,3.0,0.0,43.370000000000005,0.7777777777777778
Quingestanol acetate,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CC=C4C=C(OC5CCCC5)CC[C@@H]4[C@H]3CC[C@@]21C,408.5820000000004,5.947200000000007,0.0,3.0,5.0,3.0,30.0,3.0,0.0,35.53,0.7407407407407407
Combretastatin A4,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1O,316.353,3.5970000000000035,1.0,5.0,2.0,6.0,23.0,5.0,2.0,57.150000000000006,0.2222222222222222
Cortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2C(=O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,360.45000000000016,1.9898000000000002,2.0,5.0,4.0,2.0,26.0,5.0,0.0,91.67,0.7619047619047619
Dextrorphan,CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,257.377,3.080400000000002,1.0,2.0,4.0,0.0,19.0,2.0,1.0,23.47,0.6470588235294118
Prezatide copper,NCCCC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)CN)C(=O)[O-].[Cu+2],402.92200000000014,-3.2430999999999957,5.0,7.0,1.0,11.0,25.0,11.0,1.0,179.04999999999998,0.5714285714285714
Ferric oxyhydroxide,[Fe+3].[O-2].[OH-],88.85099999999998,-0.29810000000000003,0.0,1.0,0.0,0.0,3.0,3.0,0.0,58.5,0.0
Ethyl 8-hydroxy-alpha-(2-propynylamino)-5-quinolinepropanoate,C#CCNC(Cc1ccc(O)c2ncccc12)C(=O)OCC,298.34200000000004,1.6373999999999995,2.0,5.0,2.0,6.0,22.0,5.0,2.0,71.45,0.29411764705882354
Sodium metavanadate,[Na+].[O]=[V](=[O])[O-],121.93099999999998,-4.4251,0.0,3.0,0.0,0.0,5.0,5.0,0.0,57.2,0.0
Dexamethasone metasulfobenzoate,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)c1cccc(S(=O)(=O)O)c1,576.6390000000005,3.007100000000001,3.0,8.0,5.0,5.0,40.0,11.0,1.0,155.26999999999998,0.5517241379310345
Ribitol,OC[C@@H](O)[C@@H](O)[C@@H](O)CO,152.146,-2.9463000000000004,5.0,5.0,0.0,4.0,10.0,5.0,0.0,101.15,1.0
Ceramide AP,CCCCCCCCCCCCCCCCC(O)C(=O)N[C@@H](CO)[C@H](O)[C@H](O)CCCCCCCCCCCCCC,599.9819999999999,8.50880000000001,5.0,5.0,0.0,33.0,42.0,6.0,0.0,110.02000000000001,0.9722222222222222
Ceramide NG,CCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)CCCCCCCCCCCCCCC,567.9840000000003,10.567199999999996,3.0,3.0,0.0,33.0,40.0,4.0,0.0,69.56,0.9722222222222222
Tosylchloramide,Cc1ccc(S(=O)(=O)NCl)cc1,205.66600000000003,1.42712,1.0,2.0,1.0,2.0,12.0,5.0,1.0,46.17,0.14285714285714285
Tenivastatin,CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,436.5890000000002,4.105700000000003,3.0,5.0,2.0,10.0,31.0,6.0,0.0,104.06000000000002,0.76
Cinazepam,O=C(O)CCC(=O)OC1N=C(c2ccccc2Cl)c2cc(Br)ccc2NC1=O,465.6870000000001,3.626100000000002,2.0,5.0,3.0,5.0,28.0,9.0,2.0,105.06,0.15789473684210525
Clonazolam,Cc1nnc2n1-c1ccc([N+](=O)[O-])cc1C(c1ccccc1Cl)=NC2,353.76900000000006,3.4883200000000025,0.0,6.0,4.0,2.0,25.0,8.0,3.0,86.21,0.11764705882352941
Nitrazolam,Cc1nnc2n1-c1ccc([N+](=O)[O-])cc1C(c1ccccc1)=NC2,319.324,2.834920000000001,0.0,6.0,4.0,2.0,24.0,7.0,3.0,86.21,0.11764705882352941
Pyrazolam,Cc1nnc2n1-c1ccc(Br)cc1C(c1ccccn1)=NC2,354.21100000000007,3.084220000000001,0.0,5.0,4.0,1.0,22.0,6.0,3.0,55.96,0.125
Bentazepam,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,296.395,3.416400000000001,1.0,3.0,4.0,1.0,21.0,4.0,2.0,41.46,0.29411764705882354
Brovanexine,COc1cc(C(=O)Nc2c(Br)cc(Br)cc2CN(C)C2CCCCC2)ccc1OC(C)=O,568.3060000000003,6.162300000000005,1.0,5.0,3.0,7.0,32.0,8.0,2.0,67.87,0.4166666666666667
ADU-S100,Nc1ncnc2c1ncn2[C@@H]1O[C@@H]2CO[P@@](=O)(S)O[C@@H]3[C@H](O)[C@@H](CO[P@@](=O)(S)O[C@H]2[C@H]1O)O[C@H]3n1cnc2c(N)ncnc21,690.5539999999997,0.24019999999999897,6.0,20.0,7.0,2.0,44.0,24.0,4.0,269.21999999999997,0.5
Larotrectinib,O=C(Nc1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12)N1CC[C@H](O)C1,428.44300000000015,2.9475000000000016,2.0,6.0,5.0,3.0,31.0,10.0,3.0,86.00000000000001,0.38095238095238093
Cefamandole nafate,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](OC=O)c3ccccc3)[C@H]2SC1,490.52300000000014,-0.044899999999998386,2.0,11.0,4.0,9.0,33.0,14.0,2.0,156.60999999999999,0.3157894736842105
Dabigatran,Cn1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,471.52100000000024,2.985970000000001,4.0,7.0,4.0,9.0,35.0,10.0,4.0,150.21999999999997,0.16
Riboflavin tetrabutyrate,CCCC(=O)OC[C@@H](OC(=O)CCC)[C@@H](OC(=O)CCC)[C@H](Cn1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21)OC(=O)CCC,656.7330000000001,3.6804400000000026,1.0,13.0,3.0,17.0,47.0,14.0,1.0,185.84,0.5757575757575758
Mebenil,Cc1ccccc1C(=O)Nc1ccccc1,211.264,3.247320000000001,1.0,1.0,2.0,2.0,16.0,2.0,2.0,29.1,0.07142857142857142
Rebeccamycin,CO[C@H]1[C@H](O)[C@@H](O)[C@H](n2c3c(Cl)cccc3c3c4c(c5c6cccc(Cl)c6[nH]c5c32)C(=O)NC4=O)O[C@@H]1CO,570.3850000000002,3.245900000000002,5.0,8.0,7.0,3.0,39.0,12.0,5.0,146.04,0.25925925925925924
Queuine,Nc1nc2[nH]cc(CN[C@H]3C=C[C@H](O)[C@@H]3O)c2c(=O)[nH]1,277.284,-1.4168000000000007,6.0,6.0,3.0,3.0,20.0,8.0,2.0,140.04999999999998,0.3333333333333333
Ceftobiprole medocaril,Cc1oc(=O)oc1COC(=O)N1CC[C@@H](N2CC/C(=C\C3=C(C(=O)O)N4C(=O)[C@@H](NC(=O)/C(=N\O)c5nsc(N)n5)[C@H]4SC3)C2=O)C1,690.6729999999999,-0.5383799999999959,4.0,16.0,6.0,8.0,47.0,21.0,2.0,264.3,0.4230769230769231
Cannabigerol,CCCCCc1cc(O)c(C/C=C(\C)CCC=C(C)C)c(O)c1,316.485,6.065700000000007,2.0,2.0,1.0,9.0,23.0,2.0,1.0,40.46,0.5238095238095238
Cannabichromene,CCCCCc1cc(O)c2c(c1)OC(C)(CCC=C(C)C)C=C2,314.469,6.035600000000006,1.0,2.0,2.0,7.0,23.0,2.0,1.0,29.46,0.5238095238095238
Cannabivarin,CCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,282.383,4.947620000000004,1.0,2.0,3.0,2.0,21.0,2.0,2.0,29.46,0.3684210526315789
Cannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2,310.437,5.727820000000007,1.0,2.0,3.0,4.0,23.0,2.0,2.0,29.46,0.42857142857142855
Phenolsulfonic acid,O=S(=O)(O)c1ccc(O)cc1,174.177,0.6389,2.0,3.0,1.0,1.0,11.0,5.0,1.0,74.60000000000001,0.0
Lauryl glucoside,CCCCCCCCCCCCOC1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,348.47999999999996,1.7237999999999996,4.0,6.0,1.0,13.0,24.0,6.0,0.0,99.38000000000001,1.0
Cidoxepin,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,279.383,3.9624000000000033,0.0,2.0,3.0,3.0,21.0,2.0,2.0,12.47,0.2631578947368421
Racephedrine,CN[C@H](C)[C@@H](O)c1ccccc1,165.236,1.3278999999999999,2.0,2.0,1.0,3.0,12.0,2.0,1.0,32.26,0.4
Hydroxystilbamidine,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1,280.33099999999996,2.1307400000000003,5.0,3.0,2.0,4.0,21.0,5.0,2.0,119.97,0.0
Solriamfetol,NC(=O)OC[C@H](N)Cc1ccccc1,194.23400000000004,0.6517000000000001,2.0,3.0,1.0,4.0,14.0,4.0,1.0,78.34,0.3
beta-Isosparteine,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@@H]2C1,234.38699999999992,2.3451000000000004,0.0,2.0,4.0,0.0,17.0,2.0,0.0,6.48,1.0
meso-Tartaric acid,O=C(O)[C@@H](O)[C@@H](O)C(=O)O,150.08599999999998,-2.1226,4.0,4.0,0.0,3.0,10.0,6.0,0.0,115.06000000000002,0.5
Narlaprevir,CCCCC(NC(=O)C1[C@@H]2[C@H](CN1C(=O)C(NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1,707.9790000000002,3.622200000000004,4.0,7.0,4.0,13.0,49.0,13.0,0.0,170.85,0.8611111111111112
Remdesivir,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@](C#N)(c2ccc3c(N)ncnn23)[C@H](O)[C@@H]1O)Oc1ccccc1,602.5850000000002,2.3121799999999997,4.0,13.0,4.0,13.0,42.0,15.0,3.0,203.54999999999995,0.48148148148148145
