Common_Name,SMILES,MolWt,LogP,NumHDonors,NumHAcceptors,NumRings,NumRotatableBonds,NumHeavyAtoms,NumHeteroatoms,NumAromaticRings,TPSA,FractionCSP3
"[N-[N-(4-Methoxy-2,3,6-trimethylphenylsulfonyl)-L-aspartyl]-D-(4-amidino-phenylalanyl)]-piperidine",COc1cc(C)c(S(=O)(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](Cc2ccc(C(=N)N)cc2)C(=O)N2CCCCC2)c(C)c1C,601.726,1.7661300000000024,5.0,7.0,3.0,12.0,42.0,13.0,2.0,191.98000000000002,0.4482758620689655
6-[(Z)-Amino(Imino)Methyl]-N-[4-(Aminomethyl)Phenyl]-4-(Pyrimidin-2-Ylamino)-2-Naphthamide,N=C(N)c1ccc2cc(C(=O)Nc3ccc(CN)cc3)cc(Nc3ncccn3)c2c1,411.46900000000005,3.368470000000001,5.0,6.0,4.0,6.0,31.0,8.0,4.0,142.8,0.043478260869565216
IC261,COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1,311.33700000000005,3.2051000000000016,1.0,4.0,3.0,4.0,23.0,5.0,2.0,56.790000000000006,0.16666666666666666
"Cyclopropyl-{4-[5-(3,4-Dichlorophenyl)-2-[(1-Methyl)-Piperidin]-4-Yl-3-Propyl-3h-Imidazol-4-Yl]-Pyrimidin-2-Yl}Amine",CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1,485.46300000000014,6.107400000000006,1.0,6.0,5.0,7.0,33.0,8.0,3.0,58.870000000000005,0.48
Glycolic acid,O=C(O)CO,76.051,-0.9367000000000001,2.0,2.0,0.0,1.0,5.0,3.0,0.0,57.53,0.5
"N'-(2s,3r)-3-Amino-4-Cyclohexyl-2-Hydroxy-Butano-N-(4-Methylphenyl)Hydrazide",Cc1ccc(NNC(=O)[C@@H](O)[C@H](N)CC2CCCCC2)cc1,305.4220000000001,2.0967199999999986,4.0,4.0,2.0,6.0,22.0,5.0,1.0,87.38,0.5882352941176471
2-(Sec-Butyl)Thiazole,CC[C@@H](C)c1nccs1,141.23899999999998,2.656600000000001,0.0,2.0,1.0,2.0,9.0,2.0,1.0,12.89,0.5714285714285714
Pidolic acid,O=C1CC[C@@H](C(=O)O)N1,129.11499999999998,-0.6504000000000001,2.0,2.0,1.0,1.0,9.0,4.0,0.0,66.4,0.6
Ethylaminobenzylmethylcarbonyl Group,CCCC[C@@H](C(=O)O)N1CCN[C@H](Cc2ccccc2)C1=O,304.39,1.6728999999999994,2.0,3.0,2.0,7.0,22.0,5.0,1.0,69.64,0.5294117647058824
Isoglutamine,NC(=O)[C@@H](N)CCC(=O)O,146.14600000000002,-1.3362000000000005,3.0,3.0,0.0,4.0,10.0,5.0,0.0,106.41000000000001,0.6
5-Hydroxymethyl-Chonduritol,OCC1=C[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,176.168,-2.637700000000001,5.0,5.0,1.0,1.0,12.0,5.0,0.0,101.15,0.7142857142857143
"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9h-Purin-6-Ylamine",COc1ccc(OC)c(Cc2nc3nc(F)nc(N)c3[nH]2)c1,303.29699999999997,1.6821999999999997,2.0,6.0,3.0,4.0,22.0,8.0,3.0,98.94,0.21428571428571427
"3,5-Dihydro-5-Methylidene-4h-Imidazol-4-On",C[C@H](N)[C@H]1N[C@@H](CN)C(=O)N1CC(=O)O,216.24099999999999,-2.4965999999999973,4.0,5.0,1.0,4.0,15.0,7.0,0.0,121.67999999999999,0.75
Tetramethylammonium,C[N+](C)(C)C,74.14699999999999,0.3224,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,1.0
2-Morpholinoethylamine,NCCN1CCOCC1,130.19099999999997,-0.7227000000000003,1.0,3.0,1.0,2.0,9.0,3.0,0.0,38.489999999999995,1.0
"PMP-hydroxyisoxazole, pyridoxamine-5-phosphate-hydroxyisoxazole",Cc1ncc(COP(=O)(O)O)c(CNc2co[nH]c2=O)c1O,331.22100000000006,0.5983199999999997,5.0,7.0,2.0,6.0,22.0,11.0,2.0,157.91,0.2727272727272727
[Methylseleno]Acetate,C[Se]CC(=O)[O-],152.03099999999998,-1.0931000000000002,0.0,2.0,0.0,2.0,6.0,3.0,0.0,40.129999999999995,0.6666666666666666
5-Amino 6-Nitro Uracil,Nc1c([N+](=O)[O-])[nH]c(=O)[nH]c1=O,172.1,-1.4464000000000006,3.0,5.0,1.0,1.0,12.0,8.0,1.0,134.87999999999997,0.0
6-Nitroindazole,O=[N+]([O-])c1ccc2c[nH]nc2c1,163.13599999999997,1.4710999999999999,1.0,3.0,2.0,1.0,12.0,5.0,2.0,71.82,0.0
Ribose-1-Phosphate,O=P(O)(O)O[C@H]1O[C@H](CO)[C@@H](O)[C@H]1O,230.109,-2.4653000000000005,5.0,6.0,1.0,3.0,14.0,9.0,0.0,136.68,1.0
"2-(Oxalyl-Amino)-4,7-Dihydro-5h-Thieno[2,3-C]Pyran-3-Carboxylic Acid",O=C(O)C(=O)Nc1sc2c(c1C(=O)O)CCOC2,271.25,0.5420999999999998,3.0,5.0,2.0,2.0,18.0,8.0,1.0,112.93,0.3
Thymidine-5'- Diphosphate,Cc1cn([C@H]2C[C@H](O)[C@@H](COP(=O)(O)OP(=O)(O)O)O2)c(=O)[nH]c1=O,402.1890000000001,-1.2802800000000005,5.0,9.0,2.0,6.0,25.0,15.0,1.0,197.60999999999999,0.6
2-[4-[(Z)-2-Acetamido-3-oxo-3-[[(3S)-2-oxo-1-[(4-phenylphenyl)methyl]azepan-3-yl]amino]prop-1-enyl]-2-formylphenyl]acetic acid,CC(=O)N/C(=C\c1ccc(CC(=O)O)c(C=O)c1)C(=O)N[C@H]1CCCCN(Cc2ccc(-c3ccccc3)cc2)C1=O,567.6420000000004,3.9677000000000033,3.0,5.0,4.0,10.0,42.0,9.0,3.0,132.88,0.24242424242424243
L-Pentahomoserine,N[C@@H](CCCO)C(=O)O,133.147,-0.8292000000000004,3.0,3.0,0.0,4.0,9.0,4.0,0.0,83.55,0.8
scyllo-inositol,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,180.156,-3.8346000000000005,6.0,6.0,1.0,0.0,12.0,6.0,0.0,121.38000000000001,1.0
beta-Alanine,NCCC(=O)O,89.09399999999998,-0.5802,2.0,2.0,0.0,2.0,6.0,3.0,0.0,63.32000000000001,0.6666666666666666
4-phospho-D-erythronic acid,O=C(O)[C@H](O)[C@H](O)COP(=O)(O)O,216.082,-2.0979,5.0,5.0,0.0,5.0,13.0,9.0,0.0,144.52,0.75
2-acetylamino-2-deoxy-b-D-allopyranose,CC(=O)N[C@@H]1[C@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,221.20899999999997,-3.077599999999999,5.0,6.0,1.0,2.0,15.0,7.0,0.0,119.25000000000001,0.875
2-Chlorophenol,Oc1ccccc1Cl,128.558,2.0456000000000003,1.0,1.0,1.0,0.0,8.0,2.0,1.0,20.23,0.0
Glucosamine 1-Phosphate,N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](O)[C@@H]1O,259.151,-3.1379999999999995,6.0,7.0,1.0,3.0,16.0,10.0,0.0,162.7,1.0
"6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid",O=C(O)CCCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,258.343,1.1868999999999998,3.0,3.0,2.0,6.0,17.0,6.0,0.0,78.43,0.8181818181818182
3-Fluoro-2-(Phosphonooxy)Propanoic Acid,O=C(O)[C@H](CF)OP(=O)(O)O,188.04700000000003,-0.4816000000000001,3.0,3.0,0.0,4.0,11.0,8.0,0.0,104.06,0.6666666666666666
PAS219,O=Cc1ccccc1O[P@@](=O)(O)OCC1CCCCC1,298.2750000000001,3.5752000000000015,1.0,4.0,2.0,6.0,20.0,6.0,1.0,72.83000000000001,0.5
"5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide",O=C(NOC[C@@H](O)CO)c1cc(Br)c(F)c(F)c1Nc1ccc(I)cc1F,561.0920000000001,3.2292000000000005,4.0,5.0,2.0,7.0,27.0,11.0,2.0,90.82000000000001,0.1875
5-(1-Carboxy-1-Phosphonooxy-Ethoxyl)-Shikimate-3-Phosphate,C[C@](O[C@@H]1CC(C(=O)O)=C[C@@H](OP(=O)(O)O)[C@H]1O)(OP(=O)(O)O)C(=O)O,422.1720000000001,-1.4648000000000005,7.0,8.0,1.0,8.0,26.0,16.0,0.0,237.57999999999996,0.6
2-carboxypropyl-coenzyme A,C[C@@H](CSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)C(=O)O,853.6310000000002,-1.1411999999999956,10.0,19.0,3.0,22.0,54.0,29.0,2.0,383.86000000000007,0.68
(2Z)-1-(5-Chloro-1H-indol-3-yl)-3-hydroxy-3-(1H-tetrazol-5-yl)-2-propen-1-one,O=C(/C=C(\O)c1nnn[nH]1)c1c[nH]c2ccc(Cl)cc12,289.6820000000001,2.1162,3.0,5.0,3.0,3.0,20.0,8.0,3.0,107.54999999999998,0.0
p-Toluenesulfonic acid,Cc1ccc(S(=O)(=O)O)cc1,172.205,1.2417200000000002,1.0,2.0,1.0,1.0,11.0,4.0,1.0,54.370000000000005,0.14285714285714285
(1-Benzyl-5-methoxy-2-methyl-1H-indol-3-yl)acetic acid,COc1ccc2c(c1)c(CC(=O)O)c(C)n2Cc1ccccc1,309.36499999999995,3.633720000000002,1.0,3.0,3.0,5.0,23.0,4.0,3.0,51.46,0.21052631578947367
5-[4-(1-Carboxymethyl-2-Oxo-Propylcarbamoyl)-Benzylsulfamoyl]-2-Hydroxy-Benzoic Acid,CC(=O)[C@H](CC(=O)O)NC(=O)c1ccc(CNS(=O)(=O)c2ccc(O)c(C(=O)O)c2)cc1,464.45200000000017,0.7309999999999994,5.0,7.0,2.0,10.0,32.0,12.0,2.0,187.16999999999996,0.2
"2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium",COc1cc(Cc2c[nH+]c(N)nc2N)cc(OC)c1OC,291.331,0.6767,2.0,6.0,2.0,5.0,21.0,7.0,2.0,106.76,0.2857142857142857
Mant-Adp,CNc1ccccc1C(=O)O[C@H]1C[C@H](n2cnc3c(N)ncnc32)O[C@@H]1COP(=O)(O)OP(=O)(O)O,544.3540000000003,1.1895999999999995,5.0,13.0,4.0,9.0,36.0,18.0,3.0,230.46999999999997,0.3333333333333333
Benzamidine,NC(=[NH2+])c1ccccc1,121.16299999999995,-0.8489999999999995,2.0,0.0,1.0,1.0,9.0,2.0,1.0,51.61,0.0
Acetylcholine,CC(=O)OCC[N+](C)(C)C,146.21,0.25570000000000004,0.0,2.0,0.0,3.0,10.0,3.0,0.0,26.3,0.8571428571428571
"Diamino-N-[3-(1,3,2-dioxaborolan-2-yloxy)propyl]methaniminium",NC(N)=[NH+]CCCOB1OCCO1,188.01599999999996,-3.221199999999997,3.0,3.0,1.0,5.0,13.0,7.0,0.0,93.70000000000002,0.8333333333333334
S-P-Nitrobenzyloxycarbonylglutathione,N[C@@H](CCC(=O)N[C@@H](CSC(O)OCc1ccc([N+](=O)[O-])cc1)C(=O)NCC(=O)O)C(=O)O,488.47500000000025,-1.0017999999999971,6.0,10.0,1.0,15.0,33.0,15.0,1.0,231.42,0.4444444444444444
3-(2-Benzothiazolylthio)-1-Propanesulfonic Acid,O=S(=O)(O)CCCSc1nc2ccccc2s1,289.403,2.6663000000000014,1.0,5.0,2.0,5.0,17.0,7.0,2.0,67.26,0.3
"2-(Beta-D-Glucopyranosyl)-5-Methyl-1,2,3-Benzimidazole",Cc1ccc2nc([C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[nH]c2c1,294.307,-0.6137800000000007,5.0,6.0,3.0,2.0,21.0,7.0,2.0,118.83000000000001,0.5
L-2-aminopimelic acid,N[C@@H](CCCCC(=O)O)C(=O)O,175.184,0.04329999999999956,3.0,3.0,0.0,6.0,12.0,5.0,0.0,100.62000000000002,0.7142857142857143
[2(Formyl-Hydroxy-Amino)-Ethyl]-Phosphonic Acid,O=CN(O)CCP(=O)(O)O,169.07300000000004,-0.9883000000000002,3.0,3.0,0.0,4.0,10.0,7.0,0.0,98.07000000000001,0.6666666666666666
4-Iodobenzo[B]Thiophene-2-Carboxamidine,NC(=[NH2+])c1cc2c(I)cccc2s1,303.148,0.9702999999999998,2.0,1.0,2.0,1.0,13.0,4.0,2.0,51.61,0.0
"8-(2,5-Dimethoxy-Benzyl)-2-Fluoro-9-Pent-9h-Purin-6-Ylamine",C#CCCCn1c(Cc2cc(OC)ccc2OC)nc2c(N)nc(F)nc21,369.4000000000001,2.569,1.0,7.0,3.0,7.0,27.0,8.0,3.0,88.08,0.3157894736842105
Perchlorate,[O-][Cl+3]([O-])([O-])[O-],99.449,-4.756,0.0,4.0,0.0,0.0,5.0,5.0,0.0,92.24,0.0
"6-[5-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Pentanoylamino]-Hexanoic Acid",O=C(O)CCCCCNC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,357.47600000000006,1.4734,4.0,4.0,2.0,11.0,24.0,8.0,0.0,107.53,0.8125
4-Carboxyphenylboronic Acid,O=C(O)c1ccc(B(O)O)cc1,165.941,-0.9354,3.0,3.0,1.0,2.0,12.0,5.0,1.0,77.76,0.0
"3-{[(5R,6R)-5-Benzyl-6-hydroxy-2,4-bis(4-hydroxybenzyl)-3-oxo-1,2,4-triazepan-1-yl]sulfonyl}benzonitril",N#Cc1cccc(S(=O)(=O)N2C[C@@H](O)[C@@H](Cc3ccccc3)N(Cc3ccc(O)cc3)C(=O)N2Cc2ccc(O)cc2)c1,598.6810000000003,3.9853800000000037,3.0,7.0,5.0,8.0,43.0,11.0,4.0,145.41,0.1875
Alpha-L-Arabinose,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H]1O,150.13,-2.5823000000000005,4.0,5.0,1.0,1.0,10.0,5.0,0.0,90.15,1.0
Nonan-1-Ol,CCCCCCCCCO,144.258,2.7293000000000016,1.0,1.0,0.0,7.0,10.0,1.0,0.0,20.23,1.0
N(5)-[(hydroxyamino)(imino)methyl]-L-ornithine,N=C(NO)NCCC[C@H](N)C(=O)O,190.203,-1.3183299999999987,6.0,4.0,0.0,5.0,13.0,7.0,0.0,131.45999999999998,0.6666666666666666
4-Methyl-5-Hydroxyethylthiazole Phosphate,Cc1ncsc1CCOP(=O)(O)O,223.19,1.1033199999999999,2.0,4.0,1.0,4.0,13.0,7.0,1.0,79.65,0.5
2-deazo-6-thiophosphate guanosine-5'-monophosphate,O=P(O)(O)OC[C@H]1O[C@@H](n2cnc3c(SP(=O)(O)O)nc[nH+]c32)[C@H](O)[C@@H]1O,445.2630000000001,-1.8413000000000004,6.0,10.0,3.0,6.0,27.0,17.0,2.0,218.82999999999998,0.5
Flavin adenine dinucleotide,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C,785.5569999999999,-2.4239599999999966,9.0,21.0,6.0,13.0,53.0,26.0,3.0,362.9299999999999,0.4444444444444444
Adenosine 5'-methylenediphosphate,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)CP(=O)(O)O)[C@@H](O)[C@H]1O,425.23100000000005,-1.6351000000000009,6.0,11.0,3.0,6.0,27.0,16.0,2.0,223.36999999999998,0.5454545454545454
"2',3'-Dideoxythymidine-5'-Monophosphate",Cc1cn([C@H]2CC[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,306.211,-0.36808,3.0,6.0,2.0,4.0,20.0,10.0,1.0,130.85,0.6
mu4-sulfido-quadro-tetracopper,[Cu]12[Cu]3[Cu]4[Cu]1[S]234,286.251,0.6382,0.0,0.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0
B-2-Octylglucoside,CCCCCCCCO[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1O,292.37200000000007,0.1634,4.0,6.0,1.0,9.0,20.0,6.0,0.0,99.38000000000001,1.0
"3H-pyrazolo[4,3-d]pyrimidin-7-ol",Oc1ncnc2c1N=NC2,136.114,0.7794999999999999,1.0,5.0,2.0,0.0,10.0,5.0,1.0,70.73,0.2
{[7-(Difluoro-Phosphono-Methyl)-Naphthalen-2-Yl]-Difluoro-Methyl}-Phosphonic Acid,O=P(O)(O)C(F)(F)c1ccc2ccc(C(F)(F)P(=O)(O)O)cc2c1,388.1460000000001,3.293800000000002,4.0,2.0,2.0,4.0,24.0,12.0,2.0,115.06,0.16666666666666666
2'-fluoro-2'-deoxyuridine 3'-monophosphate,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](OP(=O)(O)O)[C@H]2F)c(=O)[nH]1,326.173,-1.7577,4.0,7.0,2.0,4.0,21.0,12.0,1.0,151.07999999999998,0.5555555555555556
beta-D-glucuronic acid,O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,194.139,-3.1291000000000007,5.0,6.0,1.0,1.0,13.0,7.0,0.0,127.45000000000002,0.8333333333333334
"N,O-didansyl-L-tyrosine",CN(C)c1cccc2c(S(=O)(=O)N[C@@H](Cc3ccc(OS(=O)(=O)c4cccc5c(N(C)C)cccc45)cc3)C(=O)O)cccc12,647.7750000000002,4.866900000000004,2.0,8.0,5.0,11.0,45.0,12.0,5.0,133.32,0.18181818181818182
"D-Myo-Inositol-1,4-Bisphosphate",O=P(O)(O)O[C@H]1[C@H](O)[C@@H](O)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]1O,340.114,-3.6006000000000014,8.0,8.0,1.0,4.0,20.0,14.0,0.0,214.43999999999997,1.0
CRA_8696,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(-c4ccccc4)c3[O-])cc2c1,327.38700000000006,2.0399000000000007,3.0,1.0,4.0,3.0,25.0,4.0,4.0,90.46000000000001,0.0
N-Pyridoxyl-7-Keto-8-Aminopelargonic Acid-5'-Monophosphate,Cc1ncc(COP(=O)(O)O)c(CN[C@@H](C)C(=O)CCCCCC(=O)O)c1O,418.3830000000003,1.78722,5.0,7.0,1.0,13.0,28.0,11.0,1.0,166.27999999999997,0.5882352941176471
Thymidine-5'-diphospho-beta-D-xylose,Cc1cn([C@H]2C[C@H](O)[C@@H](CO[P@](=O)(O)O[P@](=O)(O)O[C@H]3OC[C@@H](O)[C@H](O)[C@H]3O)O2)c(=O)[nH]c1=O,534.3040000000002,-2.8169799999999987,7.0,14.0,3.0,8.0,34.0,19.0,1.0,256.53,0.7333333333333333
"4-oxo-4,5-dihydro-1,2,5-thiadiazole-3-carboxylic acid",O=C(O)c1nsnc1O,146.127,-0.058100000000000096,2.0,5.0,1.0,1.0,9.0,6.0,1.0,83.31,0.0
2-oxopropyl-CoM,CC(=O)CSCCS(=O)(=O)O,198.265,0.19640000000000007,1.0,4.0,0.0,5.0,11.0,6.0,0.0,71.44,0.8
6-amino-1-methyl-7H-purin-1-ium,C[n+]1cnc2nc[nH]c2c1N,150.165,-0.6354000000000006,2.0,3.0,2.0,0.0,11.0,5.0,2.0,71.47,0.16666666666666666
2-Dimethylamino-Ethyl-Diphosphate,CN(C)CCO[P@@](=O)(O)OP(=O)(O)O,249.096,-0.22570000000000018,3.0,5.0,0.0,6.0,14.0,10.0,0.0,116.53,1.0
Acetic acid,CC(=O)O,60.05200000000001,0.09089999999999993,1.0,1.0,0.0,0.0,4.0,2.0,0.0,37.3,0.5
Pentabromophenol,Oc1c(Br)c(Br)c(Br)c(Br)c1Br,488.593,5.204700000000001,1.0,1.0,1.0,0.0,12.0,6.0,1.0,20.23,0.0
Nicotinamide adenine dinucleotide cyclohexanone,NC(=O)c1c[n+]([C@@H]2O[C@H](COP(=O)([O-])O[P@@](=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1[C@@H]1CCCCC1=O,759.5590000000002,-2.4211999999999945,7.0,19.0,6.0,12.0,51.0,24.0,3.0,338.1600000000001,0.5555555555555556
(S)-Hmg-Coa,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-])[C@@H](O)C([O-])=NCCC([O-])=NCCSC(=O)C[C@@](C)(O)CC(=O)[O-],906.6269999999998,-5.032999999999989,6.0,26.0,3.0,23.0,58.0,31.0,2.0,442.2900000000001,0.6666666666666666
Dephospho Coenzyme A,CC(C)(COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1O)[C@@H](O)C(=O)NCCC(=O)NCCS,687.5619999999999,-1.7822999999999989,9.0,17.0,3.0,16.0,44.0,23.0,2.0,300.03,0.6666666666666666
Indole-3-Propanol Phosphate,O=P(O)(O)OCCCc1c[nH]c2ccccc12,255.21,2.2097999999999995,3.0,2.0,2.0,5.0,17.0,6.0,2.0,82.55000000000001,0.2727272727272727
Tubercidin,Nc1ncnc2c1ccn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,266.25699999999995,-1.3750000000000007,4.0,8.0,3.0,2.0,19.0,8.0,2.0,126.65,0.45454545454545453
CRA_10433,NC(=[NH2+])c1ccc2[nH]c(-c3cccc(OC4CCCC4)c3[O-])cc2c1,335.40700000000004,1.694299999999999,3.0,2.0,4.0,4.0,25.0,5.0,3.0,99.69000000000001,0.25
Phosphonoacetaldehyde,O=CCP(=O)(O)O,124.03199999999997,-0.637,2.0,2.0,0.0,2.0,7.0,5.0,0.0,74.60000000000001,0.5
Propyl alcohol,CCCO,60.096,0.3887,1.0,1.0,0.0,1.0,4.0,1.0,0.0,20.23,1.0
KB-141,CC(C)c1cc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)ccc1O,355.217,5.241800000000003,2.0,3.0,2.0,5.0,23.0,6.0,2.0,66.76,0.23529411764705882
5-methylbenzimidazole,Cc1ccc2nc[nH]c2c1,132.16600000000003,1.8713199999999997,1.0,1.0,2.0,0.0,10.0,2.0,2.0,28.68,0.125
"Guanosine-2',3'-cyclophosphorothioate",Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@H]4O[P@](O)(=S)O[C@H]43)c2[nH]1,361.27600000000007,-1.4077000000000004,4.0,10.0,4.0,2.0,23.0,13.0,2.0,157.74,0.5
Sinapoyl coenzyme A,COc1cc(/C=C/C(=O)SCCNC(=O)CCNC(=O)C2(O)[C@H](OP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@@H](O)[C@@H]3OP(=O)(O)O)C2(C)C)cc(OC)c1O,971.7219999999999,-0.14669999999999778,10.0,22.0,5.0,21.0,63.0,31.0,3.0,402.32,0.5
"4,5-Dimethyl-1,2-phenylenediamine",Cc1cc(N)c(N)cc1C,136.198,1.46784,2.0,2.0,1.0,0.0,10.0,2.0,1.0,52.04,0.25
"2-[4-(4-Hydroxy-3-Isopropyl-Phenoxy)-3,5-Dimethyl-Phenyl]-2h-[1,2,4]Triazine-3,5-Dione",Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(C(C)C)c1,367.4050000000001,3.158940000000001,2.0,6.0,3.0,4.0,27.0,7.0,3.0,97.21000000000001,0.25
alpha-Fluoro-carboxymethyldethia coenzyme A complex,CC(C)(CO[P@](=O)(O)O[P@@](=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O)[C@@H](O)C(=O)NCCC(=O)NCC[C@@H](F)C(=O)O,811.5000000000002,-1.7822999999999958,10.0,18.0,3.0,20.0,52.0,29.0,2.0,383.85999999999996,0.6521739130434783
"1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester",CCOC(=O)c1c(C)nn(-c2ccc(N)cc2)c1C,259.309,2.2480400000000005,1.0,5.0,2.0,3.0,19.0,5.0,2.0,70.14,0.2857142857142857
5-Amino-3-Methyl-Pyrrolidine-2-Carboxylic Acid,C[C@@H]1C[C@H](N)N[C@H]1C(=O)O,144.174,-0.6461999999999994,3.0,3.0,1.0,1.0,10.0,4.0,0.0,75.35,0.8333333333333334
"1-Beta-Ribofuranosyl-1,3-Diazepinone",O=C1NC=CC=CN1[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,242.231,-1.5220000000000007,4.0,5.0,2.0,2.0,17.0,7.0,0.0,102.26000000000002,0.5
Adenylate-3'-phosphate-[[2'-deoxy-uridine-5'-phosphate]-3'-phosphate],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]2C[C@H](n3ccc(=O)[nH]c3=O)O[C@@H]2COP(=O)(O)O)[C@@H](OP(=O)(O)O)[C@H]1O,797.3500000000006,-2.289099999999998,9.0,20.0,5.0,14.0,50.0,31.0,3.0,398.9800000000001,0.5263157894736842
6-(Hydroxyethyldithio)-8-(Aminomethylthio)Octanoic Acid,NCSCC[C@H](CCCCC(=O)O)SSCCO,313.51000000000005,2.4132000000000002,3.0,6.0,0.0,13.0,18.0,7.0,0.0,83.55000000000001,0.9090909090909091
Cu-Cyclam,C1CNCCNCCCNCCNC1.[Cu],263.876,-0.863899999999997,4.0,4.0,1.0,0.0,15.0,5.0,0.0,48.12,1.0
6-o-Capryloylsucrose,CCCCCCCC(=O)OC[C@H]1O[C@@](CO)(O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@@H]1O,468.4960000000001,-2.4841999999999964,7.0,12.0,2.0,12.0,32.0,12.0,0.0,195.6,0.95
3-Oxiran-2ylalanine,N[C@@H](C[C@H]1CO1)C(=O)O,131.131,-0.8128000000000002,2.0,3.0,1.0,3.0,9.0,4.0,0.0,75.85,0.8
(R)-3-hydroxydecanoyl-CoA,CCCCCCC[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O,937.7930000000003,0.7762000000000029,10.0,20.0,3.0,27.0,60.0,29.0,2.0,383.85999999999996,0.7419354838709677
Stearic acid,CCCCCCCCCCCCCCCCCC(=O)O,284.4839999999999,6.332500000000007,1.0,1.0,0.0,16.0,20.0,2.0,0.0,37.3,0.9444444444444444
Methyl beta-L-fucopyranoside,CO[C@H]1O[C@@H](C)[C@@H](O)[C@@H](O)[C@@H]1O,178.184,-1.5397000000000005,3.0,5.0,1.0,1.0,12.0,5.0,0.0,79.15,1.0
3'-Fluoro-3'-deoxythymidine 5'-monophosphate,Cc1cn([C@H]2C[C@H](F)[C@@H](COP(=O)(O)O)O2)c(=O)[nH]c1=O,324.201,-0.42008000000000006,3.0,6.0,2.0,4.0,21.0,11.0,1.0,130.85,0.6
4-Nitrophenyl-Ara,O=[N+]([O-])c1ccc(O[C@@H]2O[C@@H](CO)[C@H](O)[C@H]2O)cc1,271.22499999999997,-0.5874000000000006,3.0,7.0,2.0,4.0,19.0,8.0,1.0,122.29000000000002,0.45454545454545453
