Molecule ChEMBL ID,Smiles,Standard Value,Standard Type,pChEMBL Value,Activity_Class
CHEMBL5961581,COc1ccc(CC[C@@H]2CCc3cc([C@@H]4CC[C@@](N)(COP(=O)(O)O)C4)ccc3C2)cc1,55.0,EC50,7.26,Active
CHEMBL5841662,CCCCCC[C@H]1COc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL1935663,CCCCCCCCOc1ccc(CCC2(C(N)=O)COC(=O)N2)cc1,2840.0,EC50,5.55,Inactive
CHEMBL3605546,CCn1cc(S(=O)(=O)N[C@H](C)c2nc3ccc(C(F)(F)F)cc3n2CC)cn1,590.0,EC50,6.23,Active
CHEMBL3605553,CCn1c([C@@H](C)NS(=O)(=O)c2ccc(C#N)cc2)nc2cnc(OC)cc21,9.0,EC50,8.05,Active
CHEMBL3605528,CCn1c(C(C)NS(=O)(=O)c2ccc(Cl)cc2)nc2cnccc21,210.0,EC50,6.68,Active
CHEMBL3769742,CC(C)Oc1ccc(-c2nnc(-c3cn[nH]c3)s2)cc1Cl,630.96,EC50,6.2,Active
CHEMBL4287657,CCCCSc1nc2c(s1)-c1ccc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)cc1CC2,20.0,EC50,7.7,Active
CHEMBL2315822,O=C(O)CCc1nc(-c2ccc(OCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,3000.0,IC50,5.52,Inactive
CHEMBL2315820,C[C@](N)(CC(=O)O)c1nc(-c2ccc(OCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,700.0,EC50,6.16,Active
CHEMBL2315821,N[C@@H](CC(=O)O)c1nc(-c2ccc(OCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,161.0,EC50,6.79,Active
CHEMBL2315819,CCCCCCCCOc1ccc(NC(=O)[C@@](C)(N)CC(=O)O)cc1C(F)(F)F,95.0,IC50,7.02,Active
CHEMBL2315818,CCCCCCCCOc1ccc(NC(=O)[C@@H](N)CC(=O)O)cc1C(F)(F)F,53.0,IC50,7.28,Active
CHEMBL2315821,N[C@@H](CC(=O)O)c1nc(-c2ccc(OCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,17.0,IC50,7.77,Active
CHEMBL366208,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,3.981,EC50,8.4,Active
CHEMBL1651855,O=C(O)C1CN(Cc2ccc(-c3nc4ncc(Cc5ccccc5)cc4s3)c(F)c2)C1,1600.0,EC50,5.8,Inactive
CHEMBL1651862,O=C(O)C1CN(Cc2ccc(-c3nc4ccc(C5(c6ccccc6)CCC5)nc4s3)c(F)c2)C1,119.0,EC50,6.92,Active
CHEMBL1651858,C[C@@H](c1ccccc1)c1ccc2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3F)sc2n1,35.0,EC50,7.46,Active
CHEMBL3926299,COCC(=O)NC1CCc2c(-c3noc(-c4ccc(OC(C)C)c(C#N)c4)n3)cccc21,0.05,EC50,10.3,Active
CHEMBL3916821,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4NC[C@H](O)CO)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3924318,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4N(CO)CO)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3951270,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NCCO)no2)cc1C#N,0.16,EC50,9.8,Active
CHEMBL3799923,CCc1cc(-c2noc(-c3cc(C)c(CN(C)CCN(C)C)s3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,155.0,EC50,6.81,Active
CHEMBL3798181,CCc1cc(-c2noc(-c3cc(CN(C)CC(C)C)ccc3C)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,490.0,EC50,6.31,Active
CHEMBL391869,Cc1cc(C(C)CC(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C(F)(F)F)c2)n1,0.12,EC50,9.92,Active
CHEMBL391581,Cc1cc([C@@H]2C[C@H]2C(=O)O)ccc1-c1noc(-c2ccc(OC(C)C)c(C#N)c2)n1,0.93,EC50,9.03,Active
CHEMBL3740090,CC(C)CCOc1ccc(CN2CC(C(=O)O)C2)cc1,3460.0,IC50,5.46,Inactive
CHEMBL3741338,O=C(O)C1CN(Cc2ccc(-c3cc(Cl)cc(Cl)c3)cc2)C1,9810.0,IC50,5.01,Inactive
CHEMBL3741364,COc1cc(CN2CC(C(=O)O)C2)ccc1OCc1ccc(Cl)cc1Cl,120.0,IC50,6.92,Active
CHEMBL3984700,c1ccc(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)cc1,3.3,IC50,8.48,Active
CHEMBL3923919,Fc1ccccc1COc1ccc(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)cc1,410.0,IC50,6.39,Active
CHEMBL3906056,c1ccc(C2(CCc3nc(-c4ccccn4)no3)CCCCC2)cc1,97.0,IC50,7.01,Active
CHEMBL3970046,[O-][n+]1ccc(-c2noc(CCC3(c4ccccc4)CCCCC3)n2)cc1,67.0,IC50,7.17,Active
CHEMBL473562,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCCCC2CCCCC2)cc1,1.2,IC50,8.92,Active
CHEMBL4203755,CCc1cccc(CC)c1COc1ccc2c(c1)OCC21CCN(CCC(=O)O)CC1,1584.89,EC50,5.8,Inactive
CHEMBL4213167,Cc1cc(Cl)c(COc2ccc3c(c2)OCC32CCN(CCC(=O)O)CC2)c(Cl)c1.Cl,316.23,EC50,6.5,Active
CHEMBL4205878,CCCc1cccc(Cl)c1COc1ccc2c(c1)OCC21CCN(CCC(=O)O)CC1.Cl,1995.26,EC50,5.7,Inactive
CHEMBL208898,Cc1cc(-c2nc(-c3ccc(CCC(=O)O)cc3C)no2)ccc1OC(C)C,0.2,EC50,9.7,Active
CHEMBL5870776,Cc1cccc(OC[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,550.0,IC50,6.26,Active
CHEMBL5886879,CC(C)CSC[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5891202,CCCCCSC[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5863114,CC(C)(C)CSC[C@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL6036256,CCC/C=C\CO[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL3403619,O=C(O)CC1NCCc2c1[nH]c1ccc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)cc21,8.34,IC50,8.08,Active
CHEMBL2207791,CCCCN(C(=O)c1ccccc1Cl)c1nnc(-c2ccc(CN3CC(C(=O)O)C3)cc2)s1,0.89,EC50,9.05,Active
CHEMBL2207777,CCCCN(C(=O)c1ccccc1F)c1nnc(-c2ccc(CNCCC(=O)O)cc2)s1,2.4,EC50,8.62,Active
CHEMBL6004415,CCOc1ccc(-c2nc(-c3ccc4[nH]cc(CNCCO)c4c3)no2)cc1OCC,867.0,EC50,6.06,Active
CHEMBL5960393,Cc1cc(Cl)cnc1[C@@H](NC(=O)c1ccc(C#N)c(F)c1)c1ccc(Cl)c(F)c1,1500.0,IC50,5.82,Inactive
CHEMBL1481114,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)([O-])OCC[N+](C)(C)C,483.48,EC50,6.32,Active
CHEMBL5911202,N#Cc1ccc(C(=O)N[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(Cl)cn2)cn1,6400.0,IC50,5.19,Inactive
CHEMBL5832027,O=C(NC(c1ccc(F)c(F)c1)c1nc(-c2ccccc2)no1)c1cc(Cl)cc(Cl)c1,401.0,IC50,6.4,Active
CHEMBL3358909,O=C(O)CC1CCc2c1[nH]c1ccc(OCc3ccc(Cl)c(C(F)(F)F)c3)cc21,159.0,EC50,6.8,Active
CHEMBL2048296,N#Cc1cc(-c2nc(-c3ccc4c(c3)cc3n4CCC3CC(=O)O)no2)ccc1OC(F)(F)F,0.59,EC50,9.23,Active
CHEMBL5907754,O=C1NC(c2ccccc2)C(=O)N1[C@@H](c1ccc(Cl)cc1)c1ncc(Cl)cc1F,13500.0,IC50,4.87,Inactive
CHEMBL6024708,CCCOc1ccc(-c2nc(-c3ccc4oc(C(N)(CO)CO)cc4c3)no2)cc1Cl,47.0,EC50,7.33,Active
CHEMBL6029848,CCOc1ccc(-c2nc(-c3ccc4oc(C(N)(CO)CO)cc4c3)no2)cc1OCC,57.0,EC50,7.24,Active
CHEMBL5795449,N#Cc1ccc(C(=O)N[C@@H](c2ccc(Cl)c(F)c2)c2ccc(Cl)cn2)cc1Cl,810.0,IC50,6.09,Active
CHEMBL5879849,N#Cc1ccc(C(=O)N[C@@H](c2ccc(Cl)c(Cl)c2)c2ccc(Br)cn2)cc1F,566.0,IC50,6.25,Active
CHEMBL3402524,Cc1nnc(C(Cc2ccccc2)NS(=O)(=O)c2ccc(Cl)cc2)n1C,1830.0,EC50,5.74,Inactive
CHEMBL3402533,CCn1c(C)nnc1C(Cc1ccc(F)cc1)NS(=O)(=O)c1ccc(Cl)cc1,490.0,EC50,6.31,Active
CHEMBL3344429,C[C@H](O)COc1cc(Cl)c(-c2nc(N3CCN(C(=O)C4CC(C)(C)C4)CC3)no2)cc1F,1100.0,EC50,5.96,Inactive
CHEMBL3400917,O=C(O)CC1NCCc2c1[nH]c1ccc(OCc3ccc(C(F)(F)F)cc3)cc21,400.0,EC50,6.4,Active
CHEMBL3400909,CC(C)Oc1ccc(COc2ccc3[nH]c4c(c3c2)CCNC4CC(=O)O)cc1C#N,0.04,EC50,10.4,Active
CHEMBL3400906,O=C(O)CC1CCCn2c1cc1cc(OCc3ccc(C4CCCC4)c(C(F)(F)F)c3)ccc12,2.3,EC50,8.64,Active
CHEMBL3403630,CC(C)Oc1ccc(COc2ccc3c(c2)c(Cl)c2n3CCOC2CC(=O)O)cc1C(F)(F)F,0.04,EC50,10.4,Active
CHEMBL3403631,CC(C)Oc1ccc(COc2ccc3c(c2)c(Cl)c2n3CCOC2CC(=O)O)cc1C#N,0.04,EC50,10.4,Active
CHEMBL3403631,CC(C)Oc1ccc(COc2ccc3c(c2)c(Cl)c2n3CCOC2CC(=O)O)cc1C#N,0.23,IC50,9.64,Active
CHEMBL3605543,CCn1c([C@@H](C)NS(=O)(=O)c2ccncc2)nc2ccc(C(F)(F)F)cc21,26.0,EC50,7.58,Active
CHEMBL3605548,CCCn1ncc(S(=O)(=O)N[C@H](C)c2nc3ccc(C(F)(F)F)cc3n2CC)c1C,800.0,EC50,6.1,Active
CHEMBL5912747,Cc1noc(-c2cnc(N[C@@H](c3ccc(Cl)cc3)c3ncc(Cl)cc3F)nc2)n1,3800.0,IC50,5.42,Inactive
CHEMBL5821124,N#Cc1ccc(C(=O)N[C@@H](c2ccc(Cl)c(Cl)c2)c2cnc(Cl)cn2)cc1F,9500.0,IC50,5.02,Inactive
CHEMBL6063798,Clc1ccc([C@H](Nc2nc3ccc(Cl)cc3o2)c2ncc(Cl)cc2Cl)cc1,268.0,IC50,6.57,Active
CHEMBL6051921,N#Cc1ccc(C(=O)N[C@H](c2ccc(Cl)c(Cl)c2)c2ccc(Cl)cn2)cc1F,4700.0,IC50,5.33,Inactive
CHEMBL5929145,N=C(NC(=O)C(NC(=O)c1ccc(Cl)c(Cl)c1)C1CCCCC1)c1ccccc1,1800.0,IC50,5.75,Inactive
CHEMBL3793185,CCCc1c(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)noc1-c1ccccn1,0.82,EC50,9.09,Active
CHEMBL3792704,CCc1c(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)noc1-c1ccccn1,3.4,EC50,8.47,Active
CHEMBL5903694,CCN(c1ccc(Cl)c(C)c1)C1CCc2c(CN3CC(C(=O)O)C3)cc(C)cc21,5.0,IC50,8.3,Active
CHEMBL1387266,CCOc1ccc(-c2nnc(-c3ccncc3)o2)cc1OCC,224.0,EC50,6.65,Active
CHEMBL5819069,CCOc1ccc(-c2nc(-c3ccc(CN4C[C@H](O)C[C@H]4C(=O)N(C)C)cc3C)no2)cc1OCC,164.0,EC50,6.79,Active
CHEMBL5944775,CCCCCCCCc1ccc(N2CCN(CC(=O)O)CC2)cc1,1630.0,EC50,5.79,Inactive
CHEMBL4207162,Cl.O=C(O)CCN1CCC2(CC1)COc1cc(OCCCc3ccccc3)ccc12,5011.87,EC50,5.3,Inactive
CHEMBL6013540,CCN(c1ccc(Cl)c(C)c1)C1CCc2c1ccc(C)c2CN1CC(C(=O)O)C1,1.9,IC50,8.72,Active
CHEMBL5930477,CCOc1cccc(C[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,55.0,EC50,7.26,Active
CHEMBL6044771,COCc1cccc(C[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,55.0,EC50,7.26,Active
CHEMBL5826399,COc1ccc(C[C@@H]2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)cc1OC,550.0,IC50,6.26,Active
CHEMBL5203643,COC(=O)C1CN(Cc2ccc(C3=NOC(c4ccccn4)C3)cc2)C1,594.0,EC50,6.23,Active
CHEMBL225155,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O,1.4,IC50,8.85,Active
CHEMBL4752394,COCCCCC[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,1.7,IC50,8.77,Active
CHEMBL5792978,COc1cccc(OC[C@H]2CCc3cc([C@@H]4CC[C@@](N)(COP(=O)(O)O)C4)ccc3C2)c1,120.2,EC50,6.92,Active
CHEMBL3699109,FC(F)(F)Oc1ccccc1-c1noc(-c2ccc(N3CCCCC3)cc2)n1,652.0,Ki,6.19,Active
CHEMBL3699118,FC(F)(F)Oc1ccccc1-c1noc(-c2ccc(C3CCCCC3)cc2)n1,25.0,Ki,7.6,Active
CHEMBL3699125,Cc1ccccc1-c1ccc(-c2nc(-c3ccccc3OC(F)(F)F)no2)cc1C(F)(F)F,8.0,Ki,8.1,Active
CHEMBL3699127,COc1ccc(F)cc1-c1noc(-c2ccc(N3CCCCC3)c(C(F)(F)F)c2)n1,1.0,Ki,9.0,Active
CHEMBL2032440,O=C(O)C1CN(CCc2ccc3oc(-c4ccc(-c5ccccc5)c(C(F)(F)F)c4)nc3c2)C1,0.3981,EC50,9.4,Active
CHEMBL5994900,CCCN(Cc1cccc(CO)c1)c1ccc(Cl)c(C)c1,6.7,IC50,8.17,Active
CHEMBL3671363,O=C(O)C1CN(Cc2ccc(-c3noc(CCCC4(c5ccc(F)cc5)CCCCC4)n3)cc2)C1,0.47,IC50,9.33,Active
CHEMBL3676128,O=C(O)C1CN(Cc2ccc(-c3noc(CCC4(c5ccc(F)cc5)CCCCC4)n3)cc2)C1,0.21,IC50,9.68,Active
CHEMBL5809482,CCN(Cc1cccc(CO)c1)c1ccc(Cl)c(Cl)c1,2.9,IC50,8.54,Active
CHEMBL582739,Cc1ccc(S(=O)(=O)Nc2nc3n(n2)C(c2ccccc2)C=C(c2ccccc2)N3)cc1,50118.72,EC50,4.3,Inactive
CHEMBL5969840,N=C(NC(=O)C(NC(=O)c1cccc(Cl)c1)c1cccc(Cl)c1)c1ccccc1,456.0,IC50,6.34,Active
CHEMBL1950484,O=C(O)CCCc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1,62.0,EC50,7.21,Active
CHEMBL1950557,Nc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1,123.0,EC50,6.91,Active
CHEMBL1950558,NCc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1,15.0,EC50,7.82,Active
CHEMBL5980519,Cc1ccc2nc(N[C@@H](c3ccc(Cl)cc3)c3ncc(Cl)cc3F)oc2c1,1500.0,IC50,5.82,Inactive
CHEMBL5925773,Cc1ccc(C(NC(=O)c2cccc(Cl)c2)C(=O)NC(=N)c2ccccc2)cc1,4000.0,IC50,5.4,Inactive
CHEMBL1916408,FC(F)(F)c1cc(-c2nc(N3CCc4[nH]cnc4C3)no2)cc(C(F)(F)F)c1,406.0,EC50,6.39,Active
CHEMBL1916570,COc1ccc(-c2nc(-c3ccc4c(c3)CCN4C(=O)CCC(=O)O)no2)cc1OC(F)(F)F,1.0,EC50,9.0,Active
CHEMBL1916399,N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4c(c3)CCN4C(=O)CCC(=O)O)no2)c1,31.0,EC50,7.51,Active
CHEMBL1916559,O=C(O)CCC(=O)N1CCc2cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc21,39.0,EC50,7.41,Active
CHEMBL1910678,C/N=C1\S/C(=C\c2cc(C)n(-c3ccc(F)cc3F)c2C)C(=O)N1C,4470.0,EC50,5.35,Inactive
CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,62.65,EC50,7.2,Active
CHEMBL224720,FC(F)(F)c1cccc(-c2noc(-c3cc(-c4ccccc4)c(C(F)(F)F)s3)n2)c1,399.0,EC50,6.4,Active
CHEMBL1390139,O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Sc1nc2ccccc2[nH]1,34330.0,IC50,4.46,Inactive
CHEMBL1369594,O=C(/C(=C/c1ccc(Cl)cc1)c1nc2ccccc2[nH]1)c1cccs1,6770.0,IC50,5.17,Inactive
CHEMBL1430895,CS(=O)(=O)c1nc(-c2cccs2)cc(C(F)(F)F)n1,22870.0,IC50,4.64,Inactive
CHEMBL1093823,C[C@](N)(COP(=O)(O)O)c1nc(-c2ccc(OCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,1.62,EC50,8.79,Active
CHEMBL1797414,O=C(O)CCNC/C=C/c1ccc(OCCCCc2ccccc2)cc1,120.0,EC50,6.92,Active
CHEMBL1797508,CC1=C(CNCCC(=O)O)CCc2cc(OCCCCc3ccccc3)ccc21,11.0,EC50,7.96,Active
CHEMBL5973208,CCOc1ccc(-c2nc(-c3ccc(CCO)cc3)no2)cc1OCC,1.1,EC50,8.96,Active
CHEMBL5778842,CCOc1ccc(-c2nc(-c3ccc4ccccc4c3)no2)cc1OCC,341.0,EC50,6.47,Active
CHEMBL5749091,CCOc1ccc(-c2nc(-c3cccc4c3CCC4NCCO)no2)cc1C(F)(F)F,8.0,EC50,8.1,Active
CHEMBL3931785,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCS(C)(=O)=O)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3906427,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NCC(=O)N3CCC3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3923850,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NCC(F)F)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL3974011,CCOC(=O)N[C@H]1CCc2c(-c3noc(-c4ccc(OC(C)C)c(C#N)c4)n3)cccc21,0.5,EC50,9.3,Active
CHEMBL3912931,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NS(=O)(=O)CC(=O)N3CCOCC3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3937763,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4N3CC(C(=O)O)C3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3939061,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NC(=O)N3CCC[C@H](O)C3)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL3977376,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NC(=O)N3CCC[C@H](O)C3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3971447,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CCC4N3CC[C@H](N)C3)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL3954097,CCOCC(=O)NC1CCc2c(-c3noc(-c4ccc(OC(C)C)c(C#N)c4)n3)cccc21,0.05,EC50,10.3,Active
CHEMBL3929906,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NC(C)C(=O)N(C)C)no2)cc1C#N,0.5,EC50,9.3,Active
CHEMBL3930528,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@H]4NCC(=O)N3CCOCC3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3922629,CCOc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4O)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3960138,CCOc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4O)no2)cc1OCC,0.05,EC50,10.3,Active
CHEMBL3899733,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4N3CC(O)C3)no2)cc1C#N,0.05,EC50,10.3,Active
CHEMBL3918503,COCCN[C@H]1CCc2c(-c3noc(-c4ccc(OC(C)C)c(C#N)c4)n3)cccc21,0.05,EC50,10.3,Active
CHEMBL6021496,O=C(O)CCN1CCC2(CC1)COc1cc(OCc3c(Cl)cccc3C3CC3)ccc12,2512.0,EC50,5.6,Inactive
CHEMBL5985117,CCOCCC[C@H]1CCc2cc([C@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,1.2,EC50,8.92,Active
CHEMBL5941678,COCCCCC[C@H]1CCc2cc([C@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,21.4,EC50,7.67,Active
CHEMBL5873769,COCCCCC[C@H]1CCc2cc([C@@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,4.4,EC50,8.36,Active
CHEMBL5768315,O=C(N[C@@H](c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cn1)c1ccc(-n2cncn2)cc1,4100.0,IC50,5.39,Inactive
CHEMBL114976,CCCCCCCCc1ccc(CC[C@H](N)C[C@@H](O)P(=O)(O)O)cc1,15.0,IC50,7.82,Active
CHEMBL5810487,CCCCOC[C@@H]1COc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2O1,5500.0,EC50,5.26,Inactive
CHEMBL5985861,CCCCOC[C@@H]1COc2cc([C@@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2O1,55.0,EC50,7.26,Active
CHEMBL5924464,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@H](c2ccncc2)C3)C1,55.0,EC50,7.26,Active
CHEMBL5744346,FC(F)(F)c1ccc(-c2noc(-c3cccnc3)n2)cc1,6500.0,EC50,5.19,Inactive
CHEMBL5891791,FC(F)(F)c1ccc(-c2noc(Cc3ccncc3)n2)cc1,4100.0,EC50,5.39,Inactive
CHEMBL5854316,Fc1cc(-c2nc(-c3ccc(C(F)(F)F)cc3)no2)ccn1,4100.0,EC50,5.39,Inactive
CHEMBL1714069,COc1cc(OC)c(-c2nc(-c3ccncc3)no2)cc1OC,6500.0,EC50,5.19,Inactive
CHEMBL5892571,COc1cc(-c2noc(-c3cccnc3)n2)ccc1C,1800.0,EC50,5.75,Inactive
CHEMBL5828703,CCOc1ccc(-c2nc(-c3cccc4[nH]cc(CN(C)CCO)c34)no2)cc1OCC,1400.0,EC50,5.85,Inactive
CHEMBL5875431,CCOc1ccc(-c2nc(-c3cncc(CO)c3)no2)cc1OCC,24.5,EC50,7.61,Active
CHEMBL5953534,N=C(NC(=O)C(NC(=O)C(Br)c1ccc(Cl)cc1)c1cccc(Cl)c1)c1ccccc1,527.0,IC50,6.28,Active
CHEMBL4077381,CCCCCCCCc1ccc(CNCCCP(C)(=O)O)cc1,12.0,IC50,7.92,Active
CHEMBL3910338,COCCOc1ccc(-c2nnc(-c3ccc4c(c3)CC(N)(CO)CC4)o2)cc1C,41.1,IC50,7.39,Active
CHEMBL3932290,Cc1cc(-c2nnc(-c3ccc4c(c3)CC(CO)(N(C)C)CC4)o2)ccc1OC(C)C,46.0,IC50,7.34,Active
CHEMBL3661078,Cc1ccccc1-c1ccc(-c2nc(-c3ccc4c(c3)CN(CC(=O)O)CC4)no2)cc1C(F)(F)F,0.49,Ki,9.31,Active
CHEMBL5773619,O=C(O)c1ccc(-c2ccc3oc(-c4ccc(-c5ccc(F)cc5)c(C(F)(F)F)c4)nc3c2)s1,334.0,IC50,6.48,Active
CHEMBL3671060,CC[C@@H](Nc1ccc(C)c(CNC[C@@H](C)C(=O)O)c1)c1cc(C)c(Cl)c(C)c1,2.4,IC50,8.62,Active
CHEMBL3671067,CC[C@@H](Nc1cc(CN2CC[C@@H](C(=O)O)C2)c(C)cn1)c1ccc(Cl)c(C)c1,2.1,IC50,8.68,Active
CHEMBL3671074,Cc1cc([C@H](Nc2cccc(CN3CC(C(=O)O)C3)c2)C(F)(F)F)ccc1Cl,0.8,IC50,9.1,Active
CHEMBL3671083,Cc1cc([C@H](Nc2cccc(CN3CC(C(=O)O)C3)c2)C2CCC2)ccc1Cl,5.7,IC50,8.24,Active
CHEMBL3671085,CC[C@@H](Nc1cc(CN2CC(C(=O)O)C2)c(Cl)cn1)c1ccc(Cl)c(C)c1,0.6,IC50,9.22,Active
CHEMBL3671088,CC[C@@H](Nc1ccc(C)c(CN(C)CCC(=O)O)c1)c1cc(C)c(Cl)c(C)c1,3.0,IC50,8.52,Active
CHEMBL3671091,Cc1cc([C@H](Nc2cc(CNCCC(=O)O)c(Cl)cn2)C(F)(F)F)ccc1Cl,0.9,IC50,9.05,Active
CHEMBL3671064,CC[C@@H](Nc1cc(CN2CCC(C)(C(=O)O)C2)c(Cl)cn1)c1ccc(Cl)c(C)c1,1.2,IC50,8.92,Active
CHEMBL5221901,OCCOCc1ccc(-c2noc(-c3ccc(OCCF)c(C(F)(F)F)c3)n2)cc1,14.0,IC50,7.85,Active
CHEMBL5902041,N=C(NC(=O)C(NC(=O)c1ccc(Cl)c(Cl)c1)c1ccc(Cl)cc1)c1ccccc1,17500.0,IC50,4.76,Inactive
CHEMBL5986434,N=C(NC(=O)C(NC(=O)c1ccc(Cl)c(Cl)c1)c1cccc(Cl)c1)c1ccccc1,392.0,IC50,6.41,Active
CHEMBL5961778,N=C(NC(=O)C(NC(=O)c1cccc(Br)c1)c1ccc(Cl)cc1)c1ccccc1,9500.0,IC50,5.02,Inactive
CHEMBL5843636,NC(C(=O)N[C@@H](c1ccc(Cl)cc1)c1ncc(Cl)cc1F)c1ccccc1,14200.0,IC50,4.85,Inactive
CHEMBL1452805,CCOc1ccc(-c2nc(-c3ccncc3)no2)cc1OCC,3.7,EC50,8.43,Active
CHEMBL5803805,CCCc1c(OC)ccc2cc(C(=O)Nc3ccccc3Br)c(=O)oc12,26.4,EC50,7.58,Active
CHEMBL5182920,COC(=O)C1CN(Cc2ccc(-n3cc(-c4ccc(OC(C)C)cc4)nn3)cc2)C1,52.3,EC50,7.28,Active
CHEMBL5873769,COCCCCC[C@H]1CCc2cc([C@@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,2.3,IC50,8.64,Active
