Molecule ChEMBL ID,Smiles,Standard Value,Standard Type,pChEMBL Value,Activity_Class
CHEMBL473237,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2cccc(-c3ccccc3)c2)cc1,2000.0,IC50,5.7,Inactive
CHEMBL1938949,Cn1cc(C(=O)Nc2ccc(-c3ccccc3)c(C(F)(F)F)n2)c(=O)c2cnccc21,20.0,EC50,7.7,Active
CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,2.0,EC50,8.7,Active
CHEMBL210695,Cc1cc(CCC(=O)O)ccc1-c1noc(-c2cnc(OC(C)C)c(Cl)c2)n1,0.73,EC50,9.14,Active
CHEMBL190865,CCCCCCCCc1ccc(-c2c[nH]c([C@@H](N)COP(=O)(O)O)n2)cc1.O=C(O)C(F)(F)F,4.0,EC50,8.4,Active
CHEMBL184349,CCCCCCCCCc1ccc(CN2CCC(P(=O)(O)O)C2)cc1,6.9,IC50,8.16,Active
CHEMBL224571,O=C(O)C1CN(Cc2ccc(OCc3cc(-c4ccccc4)c(C(F)(F)F)s3)c(Cl)c2)C1,3.2,IC50,8.49,Active
CHEMBL225575,O=C(O)C1CN(Cc2ccc(-c3noc(-c4cc(-c5ccccc5)c(C(F)(F)F)s4)n3)cc2)C1,0.2,EC50,9.7,Active
CHEMBL1095833,CCC/N=C1\S/C(=C\c2ccc(OC[C@@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,9.1,EC50,8.04,Active
CHEMBL1097803,CC(C)/N=C1\S/C(=C\c2ccc(OCCCN(C)C)cc2)C(=O)N1c1ccccc1,343.0,EC50,6.46,Active
CHEMBL1097802,CC(C)/N=C1\S/C(=C\c2cccc(OCCO)c2)C(=O)N1c1ccccc1,1414.0,EC50,5.85,Inactive
CHEMBL1095833,CCC/N=C1\S/C(=C\c2ccc(OC[C@@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,5.7,EC50,8.24,Active
CHEMBL1095833,CCC/N=C1\S/C(=C\c2ccc(OC[C@@H](O)CO)c(Cl)c2)C(=O)N1c1ccccc1C,6.0,IC50,8.22,Active
CHEMBL1093686,CCCCCCCCc1ccc2c(c1)CC[C@H]([C@@](C)(N)COP(=O)(O)O)C2,0.018,EC50,10.74,Active
CHEMBL1089004,CCCCCCCCc1ccc2c(c1)CC[C@@H]([C@@](C)(N)COP(=O)(O)O)C2,0.088,EC50,10.06,Active
CHEMBL366208,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,2.02,EC50,8.7,Active
CHEMBL2059664,CCc1c(CCCC(=O)O)cccc1-c1ccc(-c2ccc(OC(C)C)c(C#N)c2)nn1,630.96,EC50,6.2,Active
CHEMBL1651707,O=C(O)C1CN(Cc2ccc(-c3cc4cc(Oc5ccccc5)ccc4o3)cc2)C1,510.0,EC50,6.29,Active
CHEMBL1651717,O=C(O)C1CN(Cc2ccc(-c3cc4cc(Cc5ccccc5)ccc4o3)c(F)c2)C1,160.0,EC50,6.8,Active
CHEMBL1651704,CC(C)Cc1ccc2oc(-c3ccc(CN4CC(C(=O)O)C4)cc3)cc2c1,150.0,EC50,6.82,Active
CHEMBL1090066,O=C(O)CNCc1ccc(NC(=O)c2cc(N(CC3CC3)C3CCCCC3)ncn2)cc1,35.0,EC50,7.46,Active
CHEMBL2048292,CC(C)Oc1ccc(-c2nc(-c3ccc4[nH]c5c(c4c3)CCC5CC(=O)O)no2)cc1C#N,7.5,EC50,8.12,Active
CHEMBL2048293,N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4c(c3)cc3n4CCC3CC(=O)O)no2)c1,0.25,EC50,9.6,Active
CHEMBL2048295,O=C(O)CC1CCn2c1cc1cc(-c3noc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)n3)ccc12,2.1,EC50,8.68,Active
CHEMBL2048297,COc1ccc(-c2nc(-c3ccc4c(c3)cc3n4CCC3CC(=O)O)no2)cc1C#N,2.9,EC50,8.54,Active
CHEMBL2048293,N#Cc1cc(OC(F)(F)F)cc(-c2nc(-c3ccc4c(c3)cc3n4CCC3CC(=O)O)no2)c1,0.76,EC50,9.12,Active
CHEMBL1605956,CCOC(=O)c1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,9766.0,IC50,5.01,Inactive
CHEMBL2000517,O=C1C(Nc2ccc(O)cc2)=C/C(=N/S(=O)(=O)c2cccs2)c2ccccc21,4232.0,IC50,5.37,Inactive
CHEMBL1361821,CCOC(=O)COc1ccccc1/C=C\[N+](=O)[O-],3417.0,IC50,5.47,Inactive
CHEMBL1540377,O=C(Cn1ncc(Cl)c(Cl)c1=O)N1CCN(S(=O)(=O)c2ccc3ccccc3c2)CC1,8586.0,IC50,5.07,Inactive
CHEMBL1410897,CC(C)c1nnc(NC(=O)CCS(=O)(=O)c2nc(-c3cccs3)cc(C(F)(F)F)n2)s1,13530.0,IC50,4.87,Inactive
CHEMBL1529188,Cc1cc(NC(=O)c2ccc([N+](=O)[O-])o2)ccc1NC(=O)c1ccco1,11490.0,IC50,4.94,Inactive
CHEMBL1935577,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCCCc3cccc(F)c3)ccc21.Cl,4.0,EC50,8.4,Active
CHEMBL1935581,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OC(C)CCc3ccccc3)ccc21.Cl,20.0,EC50,7.7,Active
CHEMBL1935586,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OC[C@H](Cc3ccc(F)cc3)C(C)C)ccc21.Cl,4.5,EC50,8.35,Active
CHEMBL1094834,O=C1/C(=C/c2ccc(O)c(Cl)c2)S/C(=N\C2CCCC2)N1c1ccccc1,347.0,EC50,6.46,Active
CHEMBL3959509,O=C(O)C1CN(Cc2ccc3c(c2)CCc2c-3noc2-c2onc(-c3ccccc3)c2C(F)(F)F)C1,57.0,EC50,7.24,Active
CHEMBL3942289,CC(C)Cc1ccc(-c2onc3c2CCc2cc(CN4CC(C(=O)O)C4)ccc2-3)cc1C(F)(F)F,0.73,EC50,9.14,Active
CHEMBL3900885,O=C(O)C1CN(c2cc3c(cc2F)-c2noc(-c4onc(-c5ccccc5)c4C(F)(F)F)c2CC3)C1,0.76,EC50,9.12,Active
CHEMBL1651714,CCCCOc1ccc2oc(-c3ccc(CN4CC(C(=O)O)C4)cc3Cl)cc2c1,158.0,EC50,6.8,Active
CHEMBL117910,CCCCCCCCCOc1c(Br)cc(CNCCCP(=O)(O)O)cc1OC,1.4,IC50,8.85,Active
CHEMBL3676131,O=C(O)C1CN(Cc2ccc(-c3noc(/C=C/C4(c5ccc(Cl)cc5)CCCCC4)n3)cc2)C1,45.65,IC50,7.34,Active
CHEMBL114584,CCCCCCCCc1ccc(CCC(N)(CO)CCP(=O)(O)O)cc1,6.0,IC50,8.22,Active
CHEMBL3661081,Cc1ccccc1-c1ccc(-c2nc(-c3ccc4c(c3)CN(CCC(=O)O)CC4)no2)cc1C(F)(F)F,0.6,Ki,9.22,Active
CHEMBL1089557,CCCCOc1ccc(-c2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)c(F)c1.F,0.53,EC50,9.28,Active
CHEMBL1091630,CCCCOc1ccc(-c2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1F,1.3,EC50,8.89,Active
CHEMBL1093573,NC(CO)(CCc1ccc(-c2ccc(Oc3ccccc3)cc2)cc1)COP(=O)(O)O,21.0,EC50,7.68,Active
CHEMBL1090796,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(C(=O)CCc2ccc(-c3ccccc3)cc2)cc1,4.14,IC50,8.38,Active
CHEMBL1091103,CCCCCCCCc1ccc2c(c1)CC[C@@H](C(N)(CO)COP(=O)(O)O)C2,0.077,EC50,10.11,Active
CHEMBL314854,CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1,0.3,EC50,9.52,Active
CHEMBL1086171,CCCCCCCOc1ccc(CC[C@](C)(N)C(=O)O)cc1,44.0,EC50,7.36,Active
CHEMBL1084930,CCCCCCCOc1ccc(CC[C@](C)(N)CCS(=O)(=O)O)cc1,110.0,EC50,6.96,Active
CHEMBL1088819,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)c(C#N)c1,3.4,IC50,8.47,Active
CHEMBL475405,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCc2ccc(-c3ccccc3)cc2)cc1,0.52,EC50,9.28,Active
CHEMBL1098448,CC(C)(C)/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1,147.0,EC50,6.83,Active
CHEMBL1098447,CCC(C)/N=C1\S/C(=C\c2ccc(O)c(Cl)c2)C(=O)N1c1ccccc1,102.0,EC50,6.99,Active
CHEMBL1098013,COc1cc(/C=C2\S/C(=N\N(C)C)N(c3ccccc3)C2=O)ccc1O,200.0,EC50,6.7,Active
CHEMBL3751872,Cc1cc(-c2nc(-c3cc(F)c(OC[C@H]4CCC(=O)N4)cc3Cl)no2)cc(NC(C)C)n1,0.8,EC50,9.1,Active
CHEMBL3342005,NC(CO)(CCc1ccc(-c2cn(-c3ccc(Cl)cc3)nn2)cc1)COP(=O)(O)O,42.0,EC50,7.38,Active
CHEMBL3342004,NC(CO)(CCc1ccc(-c2cn(-c3ccc(F)cc3)nn2)cc1)COP(=O)(O)O,1626.0,EC50,5.79,Inactive
CHEMBL225155,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O,20.0,EC50,7.7,Active
CHEMBL361915,CCCCCCCCc1ccc2[nH]c([C@H](N)COP(=O)(O)O)nc2c1.COC(=O)C(F)(F)F,21.0,EC50,7.68,Active
CHEMBL433593,CCCCCCCCc1ccc2[nH]c(C(C)(N)COP(=O)(O)O)nc2c1.O=C(O)C(F)(F)F,1000.0,EC50,6.0,Active
CHEMBL115970,CCCCCCCCC(=O)c1ccc(CNCCCP(=O)(O)O)cc1,0.9,IC50,9.05,Active
CHEMBL432813,CCCCCCCCOc1c(C)cc(CNCCCP(=O)(O)O)cc1OC,2.3,IC50,8.64,Active
CHEMBL3121965,CCc1c(-c2nc(-c3cc(C)c(OCC(O)CNC(=O)CO)c(C)c3)no2)sc(C)c1CC(C)C,6.6,EC50,8.18,Active
CHEMBL3121988,CCc1cc(-c2noc(-c3sc(CC)c4c3CCC3(CCCC3)C4)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,4.7,EC50,8.33,Active
CHEMBL3105484,Cc1cc(CCC(=O)c2sc(C)c3c2C[C@@H]2[C@H]3C2(C)C)cc(C)c1OCC(O)CNC(=O)CO,1.2,EC50,8.92,Active
CHEMBL2011714,CCCCN(C(=O)c1cccc(F)c1)c1nnc(-c2cccnc2)s1,1258.93,EC50,5.9,Inactive
CHEMBL2011718,CCCCN(C(=O)c1ccc(F)cc1)c1nnc(-c2cccnc2)s1,1258.93,EC50,5.9,Inactive
CHEMBL2011737,CCCCN(C(=O)c1ccc(C(F)(F)F)cc1)c1nnc(-c2cccc(CN(C)C)c2)s1,630.96,EC50,6.2,Active
CHEMBL2011740,CCCCN(C(=O)c1ccc(C(F)(F)F)cc1)c1nnc(-c2cccc3c2ccn3C)s1,7.943,EC50,8.1,Active
CHEMBL2011742,CCCCN(C(=O)c1ccc(C(F)(F)F)cc1)c1nnc(-c2ccc(F)c3[nH]ccc23)s1,6.31,EC50,8.2,Active
CHEMBL427221,CC(C)Cc1ccc(-c2nc(-c3ccc([C@@H]4CC[C@@H](C(=O)O)N4)cc3)no2)cc1,17.0,IC50,7.77,Active
CHEMBL210785,CC(C)Cc1ccc(-c2nc(-c3ccc([C@@H]4CC[C@@H](CC(=O)O)N4)cc3)no2)cc1,8.0,IC50,8.1,Active
CHEMBL210468,CC(C)Cc1ccc(-c2nc(-c3ccc([C@@H]4CC[C@@H](CCC(=O)O)N4)cc3)no2)cc1,5.7,IC50,8.24,Active
CHEMBL209076,O=C(O)C[C@@H]1CC[C@H](c2ccc(-c3noc(-c4ccc([C@@H]5CCC(F)(F)C5)cc4)n3)cc2)N1,1.2,IC50,8.92,Active
CHEMBL3126592,CCc1cc(-c2noc(-c3cc(C)nc(N(CC)CC)c3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,0.6,EC50,9.22,Active
CHEMBL3126435,CCCc1cc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3)no2)cc(C)n1,0.4,EC50,9.4,Active
CHEMBL3126434,CCc1cc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3)no2)cc(C)n1,0.3,EC50,9.52,Active
CHEMBL3126603,CCc1cc(-c2noc(-c3ccnc(C(C)C)c3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,0.3,EC50,9.52,Active
CHEMBL3126601,CCc1cc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3)no2)ccn1,2.1,EC50,8.68,Active
CHEMBL3126615,CCc1cc(-c2noc(-c3cc(C)c(N(CC)CC)cn3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,0.2,EC50,9.7,Active
CHEMBL3126612,CCc1cc(-c2noc(-c3ccc(CC(C)C)c(C)n3)n2)cc(C)c1OC[C@@H](O)CNC(=O)CO,4.4,EC50,8.36,Active
CHEMBL3126629,CCCc1ccc(-c2nc(-c3cc(C)c(OC[C@@H](O)CNC(=O)CO)c(CC)c3)no2)cn1,4.6,EC50,8.34,Active
CHEMBL1537907,Clc1ccc(N2N=C(c3cccs3)CC2c2ccco2)cc1,5980.0,EC50,5.22,Inactive
CHEMBL1375375,COc1ccc(C2CC(c3cccs3)=NN2c2ccccc2)cc1,5450.0,EC50,5.26,Inactive
CHEMBL153064,CC(=O)c1cc2ccc(O)cc2oc1=O,4140.0,EC50,5.38,Inactive
CHEMBL1412583,CCOC(=O)/C(=C\c1ccc(OC(F)F)cc1)C1=Nn2c(nnc2-c2ccc(Cl)cc2)SC1,351.0,IC50,6.46,Active
CHEMBL5421203,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(C(=O)CCC(=O)O)C3)cc1C#N,275.0,EC50,6.56,Active
CHEMBL5440563,CC(=O)NCCCC(=O)N1CCc2cc(OCc3ccc(OC(C)C)c(C#N)c3)ccc2C1,1258.0,EC50,5.9,Inactive
CHEMBL5401326,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(S(=O)(=O)CC(=O)O)C3)cc1C#N,89.0,EC50,7.05,Active
CHEMBL5399075,CC(C)Oc1ccc(COc2ccc3c(c2)OCCN(S(=O)(=O)CC(=O)O)C3)cc1C#N,67.0,EC50,7.17,Active
CHEMBL5406979,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(CC(=O)O)C3)cc1C#N,694.9,EC50,6.16,Active
CHEMBL5421203,CC(C)Oc1ccc(COc2ccc3c(c2)CCN(C(=O)CCC(=O)O)C3)cc1C#N,454.9,EC50,6.34,Active
CHEMBL5437636,COC(=O)CCS(=O)(=O)N1CCc2cc(OCc3ccc(OC(C)C)c(C#N)c3)ccc2C1,59.9,EC50,7.22,Active
CHEMBL5411447,CC(C)Oc1ccc(COc2ccc3c(n2)CCN(S(=O)(=O)CCC(=O)O)C3)cc1C#N,289.0,EC50,6.54,Active
CHEMBL5431248,CC(C)Oc1ccc(COc2ccc3c(c2)OCCN(S(=O)(=O)CCC(=O)O)C3)cc1C#N,28.6,EC50,7.54,Active
CHEMBL382739,CCCCCCCOc1ccc(CC[C@@](C)(N)COP(=O)(O)O)cc1,0.7943,EC50,9.1,Active
CHEMBL225155,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O,0.47,IC50,9.33,Active
CHEMBL3640913,O=C(O)CCN[C@@H]1COc2cc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)ccc2[C@H]1O,12.0,IC50,7.92,Active
CHEMBL3640921,O=C(O)CCN[C@@H]1COc2cc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)ccc2[C@@H]1O,14.0,IC50,7.85,Active
CHEMBL3671022,CC[C@@H](Nc1cccc(CN2CC(C)(C(=O)O)C2)c1)c1ccc(Cl)c(C)c1,1.5,IC50,8.82,Active
CHEMBL3671026,CCC(c1cccc(N[C@H](CC)c2ccc(Cl)c(C)c2)c1)N1CC(C(=O)O)C1,4.7,IC50,8.33,Active
CHEMBL3671070,Cc1cc([C@H](Nc2ccc(Cl)c(CN3CC(C(=O)O)C3)c2)C(C)C)ccc1Cl,1.1,IC50,8.96,Active
CHEMBL3671076,Cc1cc(C(Nc2ccc(C(F)(F)F)c(CN3CC(C(=O)O)C3)c2)C(F)(F)F)ccc1Cl,0.8,IC50,9.1,Active
CHEMBL515917,C[C@](N)(COP(=O)(O)O)c1nc(-c2ccc(OCCCCc3ccccc3)cc2)c[nH]1,0.9,IC50,9.05,Active
CHEMBL4100453,CC(C)Oc1ccc(C#Cc2ccc(Cn3ccnc3)cc2Cl)cc1C#N,7.5,EC50,8.12,Active
CHEMBL366208,CCCCCCCCc1ccc(CC[C@](N)(CO)COP(=O)(O)O)cc1,0.012,EC50,10.92,Active
CHEMBL1090758,CCCCCCCCc1ccc2c(c1)CC[C@H]([C@](C)(N)COP(=O)(O)O)C2,13.65,EC50,7.87,Active
CHEMBL3754731,Cc1cc(-c2nc(-c3cc(F)c(OC[C@H](N)CO)cc3Cl)no2)cc(OC(C)C)n1,67.0,EC50,7.17,Active
CHEMBL3754698,CC(=O)N1CCOC[C@@H]1COc1cc(Cl)c(-c2nnc(-c3cc(C)nc(NC(C)C)c3)s2)cc1F,310.0,EC50,6.51,Active
CHEMBL332050,CCCCCCCCc1ccc(NC(=O)[C@@H](N)COP(=O)(O)O)cc1.O=C(O)C(F)(F)F,82.0,EC50,7.09,Active
CHEMBL5997397,CCCc1c(OC)ccc2cc(C(=O)Nc3cccnc3CC)c(=O)oc12,19.0,EC50,7.72,Active
CHEMBL5832150,CC/C=C/COC[C@@H]1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL5764952,CCCCCC[C@@H]1CCc2cc([C@@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,EC50,7.26,Active
CHEMBL5883497,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@@H](CCc2ccccc2)C3)C1,55.0,IC50,7.26,Active
CHEMBL5883497,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@@H](CCc2ccccc2)C3)C1,55.0,EC50,7.26,Active
CHEMBL5764952,CCCCCC[C@@H]1CCc2cc([C@@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL5852555,CCCCCC[C@H]1CCc2cc([C@@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,55.0,IC50,7.26,Active
CHEMBL1797509,CC1=C(CN2CC(C(=O)O)C2)CCc2cc(OCCCCc3ccccc3)ccc21,2.9,EC50,8.54,Active
CHEMBL3121961,CCc1cc(-c2noc(-c3sc(CC)c4c3CCC(C)(C)C4)n2)cc(C)c1OCCNCCC(=O)O,1.4,EC50,8.85,Active
CHEMBL3121966,Cc1cc(-c2noc(-c3sc(C)c(CC(C)C)c3C)n2)cc(C)c1OCC(O)CNC(=O)CO,0.5,EC50,9.3,Active
CHEMBL6043240,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@H](CS(=O)(=O)c2ccccc2)C3)C1,550.0,IC50,6.26,Active
CHEMBL5764977,CCCCNC(=O)OC1CCc2cc([C@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,550.0,EC50,6.26,Active
CHEMBL5765792,CCCCCC(=O)NC1CCc2cc([C@H]3CC[C@@](N)(COP(=O)(O)O)C3)ccc2C1,550.0,EC50,6.26,Active
CHEMBL6020728,CCCC/C=C/C1=Cc2ccc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)cc2CC1,55.0,EC50,7.26,Active
CHEMBL3752726,CC(C)Oc1ncc(-c2nnc(-c3cc(F)c(OC[C@H](N)CO)cc3Cl)s2)cc1C#N,13.0,EC50,7.89,Active
CHEMBL3753049,Cc1nc(-c2nnc(-c3cc(F)c(OC[C@H](N)CO)cc3Cl)s2)ccc1OC(C)C,105.0,EC50,6.98,Active
CHEMBL1081271,Cc1cc(O)ccc1NC(=O)c1cc(N(C)C2CCCCC2)ncn1,655.0,EC50,6.18,Active
CHEMBL1081645,Cc1cc(O)ccc1NC(=O)c1cc(N(CC2CC2)C2CCCCC2)ncn1,25.0,EC50,7.6,Active
CHEMBL1081646,CCCN(CCC)c1cc(C(=O)Nc2ccc(O)cc2)ncn1,375.0,EC50,6.43,Active
CHEMBL3707247,CC(C)Oc1ccc(-c2nc(-c3cccc4c3CC[C@@H]4NCCO)no2)cc1C#N,3.359,EC50,8.47,Active
CHEMBL3741222,COc1cc(CN2CC(C(=O)O)C2)ccc1OCc1ccccc1Cl,6230.0,IC50,5.21,Inactive
CHEMBL5178933,CC(C)Oc1ccc(-c2cn(-c3ccc(CN4CC(C(=O)[O-])C4)cc3)nn2)cc1.[Na+],43.3,EC50,7.36,Active
CHEMBL1095889,CCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)c(F)c1,1.1,EC50,8.96,Active
CHEMBL3133601,CCc1nc(-c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c3)cc2)co1,27.0,EC50,7.57,Active
CHEMBL3133600,CCCCc1ccc(Oc2ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c2)cc1,14.0,EC50,7.85,Active
CHEMBL3133597,CCc1nc(-c2ccc(Oc3ccc(CCC(N)(CO)COP(=O)(O)O)cc3)cc2)c[nH]1,48.1,EC50,7.32,Active
CHEMBL3133596,NC(CO)(CCc1ccc(Oc2ccc(-c3coc(C4CC4)n3)cc2)cc1)COP(=O)(O)O,19.8,EC50,7.7,Active
CHEMBL3133706,NC(CO)(CCc1ccc(Oc2ccc(-c3ccccc3)cc2)cc1)COP(=O)(O)O,51.0,EC50,7.29,Active
CHEMBL3752984,CC(=O)N1CCOC[C@@H]1COc1cc(Cl)c(-c2noc(-c3cc(C)nc(NC(C)C)c3)n2)cc1F,4.1,EC50,8.39,Active
CHEMBL3752624,Cc1cc(-c2nnc(-c3cc(F)c(OC[C@H]4CNC(=O)CO4)cc3Cl)s2)cc(NC(C)C)n1,550.0,EC50,6.26,Active
CHEMBL1160958,CCCCCCCCCc1ccc(CNCCCP(O)O)cc1,12.0,IC50,7.92,Active
CHEMBL3770352,Cc1[nH]ncc1-c1nnc(-c2ccc(OC(C)C)c(Cl)c2)s1,125.89,EC50,6.9,Active
CHEMBL5973530,COc1cccc(CCC2CCc3cc([C@H]4CC[C@](N)(COP(=O)(O)O)C4)ccc3C2)c1,38.6,EC50,7.41,Active
CHEMBL5974391,CCOCCCC1CCc2cc([C@H]3CC[C@](N)(COP(=O)(O)O)C3)ccc2C1,49.0,EC50,7.31,Active
CHEMBL5970190,N[C@]1(COP(=O)(O)O)CC[C@H](c2ccc3c(c2)CC[C@H](C[S+]([O-])c2ccccc2)C3)C1,550.0,IC50,6.26,Active
CHEMBL1221649,CCCCCCc1cccc(NC(=O)[C@H](N)CCP(=O)(O)O)c1,4630.0,Ki,5.33,Inactive
CHEMBL5992713,FCCOc1ccc(-c2nc(-c3ccc(CNCl)cc3)no2)cc1C(F)(F)F,34.2,IC50,7.47,Active
CHEMBL228103,CCCCCCc1ccc(OC[C@@H](N)CCP(=O)(O)O)cc1,68.0,EC50,7.17,Active
CHEMBL1301125,COC(=O)C[C@]1(C(=O)OC)CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12,5390.0,IC50,5.27,Inactive
CHEMBL1370681,COC(=O)CCS(=O)(=O)c1nc(-c2ccccc2)cc(C(F)(F)F)n1,28400.0,IC50,4.55,Inactive
CHEMBL1385784,CC(=O)n1cc(N(C(=O)CCl)c2ccc(Cl)cc2)c2ccccc21,7322.0,IC50,5.13,Inactive
CHEMBL5805558,CCOc1ccc(-c2nc(-c3cccc(CN(C)C)c3C)no2)cc1OCC,4.1,EC50,8.39,Active
CHEMBL5988410,CCOc1ccc(-c2nc(-c3cccc(N)c3C)no2)cc1OCC,29.4,EC50,7.53,Active
CHEMBL6005440,CCOc1ccc(-c2nc(-c3cccc4[nH]cc(CNC(C)(C)CO)c34)no2)cc1OCC,636.0,EC50,6.2,Active
CHEMBL227371,CCCCCCCCc1ccc(NC(=O)[C@H](N)COP(=O)(O)O)cc1,30.0,Ki,7.52,Active
CHEMBL114606,CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,0.3,EC50,9.52,Active
CHEMBL4574665,CCCc1c(-c2nc(-c3ccc(C(O)CN4CCCC(O)C4)cc3)no2)noc1-c1ccccc1,128.0,EC50,6.89,Active
CHEMBL4553920,CCCc1c(-c2nc(-c3ccc(C(O)CN4CCNC(C(=O)O)C4)cc3)no2)noc1-c1ccccc1,95.0,EC50,7.02,Active
CHEMBL4458575,O=C(O)C[C@H]1CCCN(C[C@@H](O)c2ccc(-c3noc(-c4onc(-c5ccccc5)c4C(F)(F)F)n3)cc2)C1,1.2,EC50,8.92,Active
CHEMBL1096211,CCCCOc1ccc(-c2ccc(CCC(N)(CO)COP(=O)(O)O)cc2)cc1,0.81,EC50,9.09,Active
CHEMBL1089810,Cc1ccc(Sc2ccc(-c3ccc(CCC(N)(CO)COP(=O)(O)O)c(Cl)c3)c(F)c2)cc1,4.2,EC50,8.38,Active
CHEMBL1651852,O=C(O)C1CN(Cc2ccc(-c3nc4cc(Cc5ccccc5)ncc4s3)c(F)c2)C1,429.0,EC50,6.37,Active
CHEMBL1651864,O=C(O)C1CN(Cc2ccc(-c3nc4ccc(C5(c6ccccc6)CCCCC5)nc4s3)c(F)c2)C1,33.0,EC50,7.48,Active
CHEMBL1651863,O=C(O)C1CN(Cc2ccc(-c3nc4ccc(C5(c6ccccc6)CCCC5)nc4s3)c(F)c2)C1,26.0,EC50,7.58,Active
CHEMBL475253,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCCCCc2ccc(-c3ccccc3)cc2)cc1,6.9,IC50,8.16,Active
CHEMBL473563,C[C@](N)(COP(=O)(O)O)C(=O)Nc1ccc(OCc2ccc(-c3ccccc3)cc2)cc1,44.1,EC50,7.36,Active
CHEMBL474418,C[C@](N)(COP(=O)(O)O)c1nc(-c2ccc(OCCc3ccc(-c4ccccc4)cc3)cc2)c[nH]1,2.2,EC50,8.66,Active
CHEMBL225155,CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)COP(=O)(O)O,5.6,EC50,8.25,Active
CHEMBL1090829,C[C@](N)(COP(=O)(O)O)c1nc(-c2ccc(OCCc3ccc(-c4ccccc4)cc3)c(C(F)(F)F)c2)c[nH]1,22.4,EC50,7.65,Active
CHEMBL1094831,C=CCN1C(=O)/C(=C/c2ccc(O)c(Cl)c2)S/C1=N\C(C)C,55.0,EC50,7.26,Active
CHEMBL210345,Cc1cc(CCC(=O)O)ccc1-c1nnn(-c2ccc(OC(C)C)c(C#N)c2)n1,1.6,EC50,8.8,Active
CHEMBL195141,CC(C)(C)c1ccc(-c2nc(-c3ccc(CN4CC(C(=O)O)C4)cc3)no2)cc1,3.8,IC50,8.42,Active
CHEMBL114606,CCCCCCCCc1ccc(CCC(N)(CO)COP(=O)(O)O)cc1,1.3,EC50,8.89,Active
